"","Row","Col","Sample","Plate"
"2086","E","9","E2208","E2140-E2235"
"2087","F","9","E2209","E2140-E2235"
"2088","G","9","E2210","E2140-E2235"
"2089","H","9","E2211","E2140-E2235"
"2090","A","10","E2212","E2140-E2235"
"2091","B","10","E2213","E2140-E2235"
"2092","C","10","E2214","E2140-E2235"
"2093","D","10","E2215","E2140-E2235"
"2094","E","10","E2216","E2140-E2235"
"2095","F","10","E2217","E2140-E2235"
"2096","G","10","E2218","E2140-E2235"
"2097","H","10","E2219","E2140-E2235"
"2098","A","11","E2220","E2140-E2235"
"2099","B","11","E2221","E2140-E2235"
"2100","C","11","E2222","E2140-E2235"
"2101","D","11","E2223","E2140-E2235"
"2102","E","11","E2224","E2140-E2235"
"2103","F","11","E2225","E2140-E2235"
"2104","G","11","E2226","E2140-E2235"
"2105","H","11","E2227","E2140-E2235"
"2106","A","12","E2228","E2140-E2235"
"2107","B","12","E2229","E2140-E2235"
"2108","C","12","E2230","E2140-E2235"
"2109","D","12","E2231","E2140-E2235"
"2110","E","12","E2232","E2140-E2235"
"2111","F","12","E2233","E2140-E2235"
"2112","G","12","E2234","E2140-E2235"
"2113","H","12","E2235","E2140-E2235"
"2114","A","1","E2258","E2258-E2353"
"2115","B","1","E2259","E2258-E2353"
"2116","C","1","E2260","E2258-E2353"
"2117","D","1","E2261","E2258-E2353"
"2118","E","1","E2262","E2258-E2353"
"2119","F","1","E2263","E2258-E2353"
"2120","G","1","E2264","E2258-E2353"
"2121","H","1","E2265","E2258-E2353"
"2122","A","2","E2266","E2258-E2353"
"2123","B","2","E2267","E2258-E2353"
"2124","C","2","E2268","E2258-E2353"
"2125","D","2","E2269","E2258-E2353"
"2126","E","2","E2270","E2258-E2353"
"2127","F","2","E2271","E2258-E2353"
"2128","G","2","E2272","E2258-E2353"
"2129","H","2","E2273","E2258-E2353"
"2130","A","3","E2274","E2258-E2353"
"2131","B","3","E2275","E2258-E2353"
"2132","C","3","E2276","E2258-E2353"
"2133","D","3","E2277","E2258-E2353"
"2134","E","3","E2278","E2258-E2353"
"2135","F","3","E2279","E2258-E2353"
"2136","G","3","E2280","E2258-E2353"
"2137","H","3","E2281","E2258-E2353"
"2138","A","4","E2282","E2258-E2353"
"2139","B","4","E2283","E2258-E2353"
"2140","C","4","E2284","E2258-E2353"
"2141","D","4","E2285","E2258-E2353"
"2142","E","4","E2286","E2258-E2353"
"2143","F","4","E2287","E2258-E2353"
"2144","G","4","E2288","E2258-E2353"
"2145","H","4","E2289","E2258-E2353"
"2146","A","5","E2290","E2258-E2353"
"2147","B","5","E2291","E2258-E2353"
"2148","C","5","E2292","E2258-E2353"
"2149","D","5","E2293","E2258-E2353"
"2150","E","5","E2294","E2258-E2353"
"2151","F","5","E2295","E2258-E2353"
"2152","G","5","E2296","E2258-E2353"
"2153","H","5","E2297","E2258-E2353"
"2154","A","6","E2298","E2258-E2353"
"2155","B","6","E2299","E2258-E2353"
"2156","C","6","E2300","E2258-E2353"
"2157","D","6","E2301","E2258-E2353"
"2158","E","6","E2302","E2258-E2353"
"2159","F","6","E2303","E2258-E2353"
"2160","G","6","E2304","E2258-E2353"
"2161","H","6","E2305","E2258-E2353"
"2162","A","7","E2306","E2258-E2353"
"2163","B","7","E2307","E2258-E2353"
"2164","C","7","E2308","E2258-E2353"
"2165","D","7","E2309","E2258-E2353"
"2166","E","7","E2310","E2258-E2353"
"2167","F","7","E2311","E2258-E2353"
"2168","G","7","E2312","E2258-E2353"
"2169","H","7","E2313","E2258-E2353"
"2170","A","8","E2314","E2258-E2353"
"2171","B","8","E2315","E2258-E2353"
"2172","C","8","E2316","E2258-E2353"
"2173","D","8","E2317","E2258-E2353"
"2174","E","8","E2318","E2258-E2353"
"2175","F","8","E2319","E2258-E2353"
"2176","G","8","E2320","E2258-E2353"
"2177","H","8","E2321","E2258-E2353"
"2178","A","9","E2322","E2258-E2353"
"2179","B","9","E2323","E2258-E2353"
"2180","C","9","E2324","E2258-E2353"
"2181","D","9","E2325","E2258-E2353"
"2182","E","9","E2326","E2258-E2353"
"2183","F","9","E2327","E2258-E2353"
"2184","G","9","E2328","E2258-E2353"
"2185","H","9","E2329","E2258-E2353"
"2186","A","10","E2330","E2258-E2353"
"2187","B","10","E2331","E2258-E2353"
"2188","C","10","E2332","E2258-E2353"
"2189","D","10","E2333","E2258-E2353"
"2190","E","10","E2334","E2258-E2353"
"2191","F","10","E2335","E2258-E2353"
"2192","G","10","E2336","E2258-E2353"
"2193","H","10","E2337","E2258-E2353"
"2194","A","11","E2338","E2258-E2353"
"2195","B","11","E2339","E2258-E2353"
"2196","C","11","E2340","E2258-E2353"
"2197","D","11","E2341","E2258-E2353"
"2198","E","11","E2342","E2258-E2353"
"2199","F","11","E2343","E2258-E2353"
"2200","G","11","E2344","E2258-E2353"
"2201","H","11","E2345","E2258-E2353"
"2202","A","12","E2346","E2258-E2353"
"2203","B","12","E2347","E2258-E2353"
"2204","C","12","E2348","E2258-E2353"
"2205","D","12","E2349","E2258-E2353"
"2206","E","12","E2350","E2258-E2353"
"2207","F","12","E2351","E2258-E2353"
"2208","G","12","E2352","E2258-E2353"
"2209","H","12","E2353","E2258-E2353"
"2210","A","1","E2354","E2354-E2449"
"2211","B","1","E2355","E2354-E2449"
"2212","C","1","E2356","E2354-E2449"
"2213","D","1","E2357","E2354-E2449"
"2214","E","1","E2358","E2354-E2449"
"2215","F","1","E2359","E2354-E2449"
"2216","G","1","E2360","E2354-E2449"
"2217","H","1","E2361","E2354-E2449"
"2218","A","2","E2362","E2354-E2449"
"2219","B","2","E2363","E2354-E2449"
"2220","C","2","E2364","E2354-E2449"
"2221","D","2","E2365","E2354-E2449"
"2222","E","2","E2366","E2354-E2449"
"2223","F","2","E2367","E2354-E2449"
"2224","G","2","E2368","E2354-E2449"
"2225","H","2","E2369","E2354-E2449"
"2226","A","3","E2370","E2354-E2449"
"2227","B","3","E2371","E2354-E2449"
"2228","C","3","E2372","E2354-E2449"
"2229","D","3","E2373","E2354-E2449"
"2230","E","3","E2374","E2354-E2449"
"2231","F","3","E2375","E2354-E2449"
"2232","G","3","E2376","E2354-E2449"
"2233","H","3","E2377","E2354-E2449"
"2234","A","4","E2378","E2354-E2449"
"2235","B","4","E2379","E2354-E2449"
"2236","C","4","E2380","E2354-E2449"
"2237","D","4","E2381","E2354-E2449"
"2238","E","4","E2382","E2354-E2449"
"2239","F","4","E2383","E2354-E2449"
"2240","G","4","E2384","E2354-E2449"
"2241","H","4","E2385","E2354-E2449"
"2242","A","5","E2386","E2354-E2449"
"2243","B","5","E2387","E2354-E2449"
"2244","C","5","E2388","E2354-E2449"
"2245","D","5","E2389","E2354-E2449"
"2246","E","5","E2390","E2354-E2449"
"2247","F","5","E2391","E2354-E2449"
"2248","G","5","E2392","E2354-E2449"
"2249","H","5","E2393","E2354-E2449"
"2250","A","6","E2394","E2354-E2449"
"2251","B","6","E2395","E2354-E2449"
"2252","C","6","E2396","E2354-E2449"
"2253","D","6","E2397","E2354-E2449"
"2254","E","6","E2398","E2354-E2449"
"2255","F","6","E2399","E2354-E2449"
"2256","G","6","E2400","E2354-E2449"
"2257","H","6","E2401","E2354-E2449"
"2258","A","7","E2402","E2354-E2449"
"2259","B","7","E2403","E2354-E2449"
"2260","C","7","E2404","E2354-E2449"
"2261","D","7","E2405","E2354-E2449"
"2262","E","7","E2406","E2354-E2449"
"2263","F","7","E2407","E2354-E2449"
"2264","G","7","E2408","E2354-E2449"
"2265","H","7","E2409","E2354-E2449"
"2266","A","8","E2410","E2354-E2449"
"2267","B","8","E2411","E2354-E2449"
"2268","C","8","E2412","E2354-E2449"
"2269","D","8","E2413","E2354-E2449"
"2270","E","8","E2414","E2354-E2449"
"2271","F","8","E2415","E2354-E2449"
"2272","G","8","E2416","E2354-E2449"
"2273","H","8","E2417","E2354-E2449"
"2274","A","9","E2418","E2354-E2449"
"2275","B","9","E2419","E2354-E2449"
"2276","C","9","E2420","E2354-E2449"
"2277","D","9","E2421","E2354-E2449"
"2278","E","9","E2422","E2354-E2449"
"2279","F","9","E2423","E2354-E2449"
"2280","G","9","E2424","E2354-E2449"
"2281","H","9","E2425","E2354-E2449"
"2282","A","10","E2426","E2354-E2449"
"2283","B","10","E2427","E2354-E2449"
"2284","C","10","E2428","E2354-E2449"
"2285","D","10","E2429","E2354-E2449"
"2287","F","10","E2431","E2354-E2449"
"2288","G","10","E2432","E2354-E2449"
"2289","H","10","E2433","E2354-E2449"
"2290","A","11","E2434","E2354-E2449"
"2291","B","11","E2435","E2354-E2449"
"2292","C","11","E2436","E2354-E2449"
"2293","D","11","E2437","E2354-E2449"
"2294","E","11","E2438","E2354-E2449"
"2295","F","11","E2439","E2354-E2449"
"2296","G","11","E2440","E2354-E2449"
"2297","H","11","E2441","E2354-E2449"
"2298","A","12","E2442","E2354-E2449"
"2299","B","12","E2443","E2354-E2449"
"2300","C","12","E2444","E2354-E2449"
"2301","D","12","E2445","E2354-E2449"
"2302","E","12","E2446","E2354-E2449"
"2303","F","12","E2447","E2354-E2449"
"2304","G","12","E2448","E2354-E2449"
"2305","H","12","E2449","E2354-E2449"
"2306","A","1","E2450","E2450-E2545"
"2307","B","1","E2451","E2450-E2545"
"2308","C","1","E2452","E2450-E2545"
"2309","D","1","E2453","E2450-E2545"
"2310","E","1","E2454","E2450-E2545"
"2311","F","1","E2455","E2450-E2545"
"2312","G","1","E2456","E2450-E2545"
"2313","H","1","E2457","E2450-E2545"
"2314","A","2","E2458","E2450-E2545"
"2315","B","2","E2459","E2450-E2545"
"2316","C","2","E2460","E2450-E2545"
"2317","D","2","E2461","E2450-E2545"
"2318","E","2","E2462","E2450-E2545"
"2319","F","2","E2463","E2450-E2545"
"2320","G","2","E2464","E2450-E2545"
"2321","H","2","E2465","E2450-E2545"
"2322","A","3","E2466","E2450-E2545"
"2323","B","3","E2467","E2450-E2545"
"2324","C","3","E2468","E2450-E2545"
"2325","D","3","E2469","E2450-E2545"
"2326","E","3","E2470","E2450-E2545"
"2327","F","3","E2471","E2450-E2545"
"2328","G","3","E2472","E2450-E2545"
"2329","H","3","E2473","E2450-E2545"
"2330","A","4","E2474","E2450-E2545"
"2331","B","4","E2475","E2450-E2545"
"2332","C","4","E2476","E2450-E2545"
"2333","D","4","E2477","E2450-E2545"
"2334","E","4","E2478","E2450-E2545"
"2335","F","4","E2479","E2450-E2545"
"2336","G","4","E2480","E2450-E2545"
"2337","H","4","E2481","E2450-E2545"
"2338","A","5","E2482","E2450-E2545"
"2339","B","5","E2483","E2450-E2545"
"2340","C","5","E2484","E2450-E2545"
"2341","D","5","E2485","E2450-E2545"
"2342","E","5","E2486","E2450-E2545"
"2343","F","5","E2487","E2450-E2545"
"2344","G","5","E2488","E2450-E2545"
"2345","H","5","E2489","E2450-E2545"
"2346","A","6","E2490","E2450-E2545"
"2347","B","6","E2491","E2450-E2545"
"2348","C","6","E2492","E2450-E2545"
"2349","D","6","E2493","E2450-E2545"
"2350","E","6","E2494","E2450-E2545"
"2351","F","6","E2495","E2450-E2545"
"2352","G","6","E2496","E2450-E2545"
"2353","H","6","E2497","E2450-E2545"
"2354","A","7","E2498","E2450-E2545"
"2355","B","7","E2499","E2450-E2545"
"2356","C","7","E2500","E2450-E2545"
"2357","D","7","E2501","E2450-E2545"
"2358","E","7","E2502","E2450-E2545"
"2359","F","7","E2503","E2450-E2545"
"2360","G","7","E2504","E2450-E2545"
"2361","H","7","E2505","E2450-E2545"
"2362","A","8","E2506","E2450-E2545"
"2363","B","8","E2507","E2450-E2545"
"2364","C","8","E2508","E2450-E2545"
"2365","D","8","E2509","E2450-E2545"
"2366","E","8","E2510","E2450-E2545"
"2367","F","8","E2511","E2450-E2545"
"2368","G","8","E2512","E2450-E2545"
"2369","H","8","E2513","E2450-E2545"
"2370","A","9","E2514","E2450-E2545"
"2371","B","9","E2515","E2450-E2545"
"2372","C","9","E2516","E2450-E2545"
"2373","D","9","E2517","E2450-E2545"
"2374","E","9","E2518","E2450-E2545"
"2375","F","9","E2519","E2450-E2545"
"2376","G","9","E2520","E2450-E2545"
"2377","H","9","E2521","E2450-E2545"
"2378","A","10","E2522","E2450-E2545"
"2379","B","10","E2523","E2450-E2545"
"2380","C","10","E2524","E2450-E2545"
"2381","D","10","E2525","E2450-E2545"
"2382","E","10","E2526","E2450-E2545"
"2383","F","10","E2527","E2450-E2545"
"2384","G","10","E2528","E2450-E2545"
"2385","H","10","E2529","E2450-E2545"
"2386","A","11","E2530","E2450-E2545"
"2387","B","11","E2531","E2450-E2545"
"2388","C","11","E2532","E2450-E2545"
"2389","D","11","E2533","E2450-E2545"
"2390","E","11","E2534","E2450-E2545"
"2391","F","11","E2535","E2450-E2545"
"2392","G","11","E2536","E2450-E2545"
"2393","H","11","E2537","E2450-E2545"
"2394","A","12","E2538","E2450-E2545"
"2395","B","12","E2539","E2450-E2545"
"2396","C","12","E2540","E2450-E2545"
"2397","D","12","E2541","E2450-E2545"
"2398","E","12","E2542","E2450-E2545"
"2399","F","12","E2543","E2450-E2545"
"2400","G","12","E2544","E2450-E2545"
"2401","H","12","E2545","E2450-E2545"
"2402","A","1","E2546","E2546-E2641"
"2403","B","1","E2547","E2546-E2641"
"2404","C","1","E2548","E2546-E2641"
"2405","D","1","E2549","E2546-E2641"
"2406","E","1","E2550","E2546-E2641"
"2407","F","1","E2551","E2546-E2641"
"2408","G","1","E2552","E2546-E2641"
"2409","H","1","E2553","E2546-E2641"
"2410","A","2","E2554","E2546-E2641"
"2411","B","2","E2555","E2546-E2641"
"2412","C","2","E2556","E2546-E2641"
"2413","D","2","E2557","E2546-E2641"
"2414","E","2","E2558","E2546-E2641"
"2415","F","2","E2559","E2546-E2641"
"2416","G","2","E2560","E2546-E2641"
"2417","H","2","E2561","E2546-E2641"
"2418","A","3","E2562","E2546-E2641"
"2419","B","3","E2563","E2546-E2641"
"2420","C","3","E2564","E2546-E2641"
"2421","D","3","E2565","E2546-E2641"
"2422","E","3","E2566","E2546-E2641"
"2423","F","3","E2567","E2546-E2641"
"2424","G","3","E2568","E2546-E2641"
"2425","H","3","E2569","E2546-E2641"
"2426","A","4","E2570","E2546-E2641"
"2427","B","4","E2571","E2546-E2641"
"2428","C","4","E2572","E2546-E2641"
"2429","D","4","E2573","E2546-E2641"
"2430","E","4","E2574","E2546-E2641"
"2431","F","4","E2575","E2546-E2641"
"2432","G","4","E2576","E2546-E2641"
"2433","H","4","E2577","E2546-E2641"
"2434","A","5","E2578","E2546-E2641"
"2436","C","5","E2580","E2546-E2641"
"2437","D","5","E2581","E2546-E2641"
"2438","E","5","E2582","E2546-E2641"
"2439","F","5","E2583","E2546-E2641"
"2440","G","5","E2584","E2546-E2641"
"2441","H","5","E2585","E2546-E2641"
"2442","A","6","E2586","E2546-E2641"
"2443","B","6","E2587","E2546-E2641"
"2444","C","6","E2588","E2546-E2641"
"2445","D","6","E2589","E2546-E2641"
"2446","E","6","E2590","E2546-E2641"
"2447","F","6","E2591","E2546-E2641"
"2448","G","6","E2592","E2546-E2641"
"2449","H","6","E2593","E2546-E2641"
"2450","A","7","E2594","E2546-E2641"
"2451","B","7","E2595","E2546-E2641"
"2452","C","7","E2596","E2546-E2641"
"2453","D","7","E2597","E2546-E2641"
"2454","E","7","E2598","E2546-E2641"
"2455","F","7","E2599","E2546-E2641"
"2456","G","7","E2600","E2546-E2641"
"2457","H","7","E2601","E2546-E2641"
"2458","A","8","E2602","E2546-E2641"
"2459","B","8","E2603","E2546-E2641"
"2460","C","8","E2604","E2546-E2641"
"2461","D","8","E2605","E2546-E2641"
"2462","E","8","E2606","E2546-E2641"
"2463","F","8","E2607","E2546-E2641"
"2464","G","8","E2608","E2546-E2641"
"2465","H","8","E2609","E2546-E2641"
"2466","A","9","E2610","E2546-E2641"
"2467","B","9","E2611","E2546-E2641"
"2468","C","9","E2612","E2546-E2641"
"2469","D","9","E2613","E2546-E2641"
"2470","E","9","E2614","E2546-E2641"
"2471","F","9","E2615","E2546-E2641"
"2472","G","9","E2616","E2546-E2641"
"2473","H","9","E2617","E2546-E2641"
"2474","A","10","E2618","E2546-E2641"
"2475","B","10","E2619","E2546-E2641"
"2476","C","10","E2620","E2546-E2641"
"2477","D","10","E2621","E2546-E2641"
"2478","E","10","E2622","E2546-E2641"
"2479","F","10","E2623","E2546-E2641"
"2480","G","10","E2624","E2546-E2641"
"2481","H","10","E2625","E2546-E2641"
"2482","A","11","E2626","E2546-E2641"
"2483","B","11","E2627","E2546-E2641"
"2484","C","11","E2628","E2546-E2641"
"2485","D","11","E2629","E2546-E2641"
"2486","E","11","E2630","E2546-E2641"
"2487","F","11","E2631","E2546-E2641"
"2488","G","11","E2632","E2546-E2641"
"2489","H","11","E2633","E2546-E2641"
"2490","A","12","E2634","E2546-E2641"
"2491","B","12","E2635","E2546-E2641"
"2492","C","12","E2636","E2546-E2641"
"2493","D","12","E2637","E2546-E2641"
"2494","E","12","E2638","E2546-E2641"
"2495","F","12","E2639","E2546-E2641"
"2496","G","12","E2640","E2546-E2641"
"2497","H","12","E2641","E2546-E2641"
"2498","A","1","E2642","E2642-E2737"
"2499","B","1","E2643","E2642-E2737"
"2500","C","1","E2644","E2642-E2737"
"2501","D","1","E2645","E2642-E2737"
"2502","E","1","E2646","E2642-E2737"
"2503","F","1","E2647","E2642-E2737"
"2504","G","1","E2648","E2642-E2737"
"2505","H","1","E2649","E2642-E2737"
"2506","A","2","E2650","E2642-E2737"
"2507","B","2","E2651","E2642-E2737"
"2508","C","2","E2652","E2642-E2737"
"2509","D","2","E2653","E2642-E2737"
"2510","E","2","E2654","E2642-E2737"
"2511","F","2","E2655","E2642-E2737"
"2512","G","2","E2656","E2642-E2737"
"2513","H","2","E2657","E2642-E2737"
"2514","A","3","E2658","E2642-E2737"
"2515","B","3","E2659","E2642-E2737"
"2516","C","3","E2660","E2642-E2737"
"2517","D","3","E2661","E2642-E2737"
"2518","E","3","E2662","E2642-E2737"
"2519","F","3","E2663","E2642-E2737"
"2520","G","3","E2664","E2642-E2737"
"2521","H","3","E2665","E2642-E2737"
"2522","A","4","E2666","E2642-E2737"
"2523","B","4","E2667","E2642-E2737"
"2524","C","4","E2668","E2642-E2737"
"2525","D","4","E2669","E2642-E2737"
"2526","E","4","E2670","E2642-E2737"
"2527","F","4","E2671","E2642-E2737"
"2528","G","4","E2672","E2642-E2737"
"2529","H","4","E2673","E2642-E2737"
"2530","A","5","E2674","E2642-E2737"
"2531","B","5","E2675","E2642-E2737"
"2532","C","5","E2676","E2642-E2737"
"2533","D","5","E2677","E2642-E2737"
"2534","E","5","E2678","E2642-E2737"
"2535","F","5","E2679","E2642-E2737"
"2536","G","5","E2680","E2642-E2737"
"2537","H","5","E2681","E2642-E2737"
"2538","A","6","E2682","E2642-E2737"
"2539","B","6","E2683","E2642-E2737"
"2540","C","6","E2684","E2642-E2737"
"2541","D","6","E2685","E2642-E2737"
"2542","E","6","E2686","E2642-E2737"
"2543","F","6","E2687","E2642-E2737"
"2544","G","6","E2688","E2642-E2737"
"2545","H","6","E2689","E2642-E2737"
"2546","A","7","E2690","E2642-E2737"
"2547","B","7","E2691","E2642-E2737"
"2548","C","7","E2692","E2642-E2737"
"2549","D","7","E2693","E2642-E2737"
"2550","E","7","E2694","E2642-E2737"
"2551","F","7","E2695","E2642-E2737"
"2552","G","7","E2696","E2642-E2737"
"2553","H","7","E2697","E2642-E2737"
"2554","A","8","E2698","E2642-E2737"
"2555","B","8","E2699","E2642-E2737"
"2556","C","8","E2700","E2642-E2737"
"2557","D","8","E2701","E2642-E2737"
"2558","E","8","E2702","E2642-E2737"
"2559","F","8","E2703","E2642-E2737"
"2560","G","8","E2704","E2642-E2737"
"2561","H","8","E2705","E2642-E2737"
"2562","A","9","E2706","E2642-E2737"
"2563","B","9","E2707","E2642-E2737"
"2564","C","9","E2708","E2642-E2737"
"2565","D","9","E2709","E2642-E2737"
"2566","E","9","E2710","E2642-E2737"
"2567","F","9","E2711","E2642-E2737"
"2568","G","9","E2712","E2642-E2737"
"2569","H","9","E2713","E2642-E2737"
"2570","A","10","E2714","E2642-E2737"
"2571","B","10","E2715","E2642-E2737"
"2572","C","10","E2716","E2642-E2737"
"2573","D","10","E2717","E2642-E2737"
"2574","E","10","E2718","E2642-E2737"
"2575","F","10","E2719","E2642-E2737"
"2576","G","10","E2720","E2642-E2737"
"2577","H","10","E2721","E2642-E2737"
"2578","A","11","E2722","E2642-E2737"
"2579","B","11","E2723","E2642-E2737"
"2580","C","11","E2724","E2642-E2737"
"2581","D","11","E2725","E2642-E2737"
"2582","E","11","E2726","E2642-E2737"
"2583","F","11","E2727","E2642-E2737"
"2584","G","11","E2728","E2642-E2737"
"2585","H","11","E2729","E2642-E2737"
"2586","A","12","E2730","E2642-E2737"
"2587","B","12","E2731","E2642-E2737"
"2588","C","12","E2732","E2642-E2737"
"2589","D","12","E2733","E2642-E2737"
"2590","E","12","E2734","E2642-E2737"
"2591","F","12","E2735","E2642-E2737"
"2592","G","12","E2736","E2642-E2737"
"2593","H","12","E2737","E2642-E2737"
"2594","A","1","E2738","E2738-E2833"
"2595","B","1","E2739","E2738-E2833"
"2596","C","1","E2740","E2738-E2833"
"2597","D","1","E2741","E2738-E2833"
"2598","E","1","E2742","E2738-E2833"
"2599","F","1","E2743","E2738-E2833"
"2600","G","1","E2744","E2738-E2833"
"2601","H","1","E2745","E2738-E2833"
"2602","A","2","E2746","E2738-E2833"
"2603","B","2","E2747","E2738-E2833"
"2604","C","2","E2748","E2738-E2833"
"2605","D","2","E2749","E2738-E2833"
"2606","E","2","E2750","E2738-E2833"
"2607","F","2","E2751","E2738-E2833"
"2608","G","2","E2752","E2738-E2833"
"2609","H","2","E2753","E2738-E2833"
"2610","A","3","E2754","E2738-E2833"
"2611","B","3","E2755","E2738-E2833"
"2612","C","3","E2756","E2738-E2833"
"2613","D","3","E2757","E2738-E2833"
"2614","E","3","E2758","E2738-E2833"
"2615","F","3","E2759","E2738-E2833"
"2616","G","3","E2760","E2738-E2833"
"2617","H","3","E2761","E2738-E2833"
"2618","A","4","E2762","E2738-E2833"
"2619","B","4","E2763","E2738-E2833"
"2620","C","4","E2764","E2738-E2833"
"2621","D","4","E2765","E2738-E2833"
"2622","E","4","E2766","E2738-E2833"
"2623","F","4","E2767","E2738-E2833"
"2624","G","4","E2768","E2738-E2833"
"2625","H","4","E2769","E2738-E2833"
"2626","A","5","E2770","E2738-E2833"
"2627","B","5","E2771","E2738-E2833"
"2628","C","5","E2772","E2738-E2833"
"2629","D","5","E2773","E2738-E2833"
"2630","E","5","E2774","E2738-E2833"
"2631","F","5","E2775","E2738-E2833"
"2632","G","5","E2776","E2738-E2833"
"2633","H","5","E2777","E2738-E2833"
"2634","A","6","E2778","E2738-E2833"
"2635","B","6","E2779","E2738-E2833"
"2636","C","6","E2780","E2738-E2833"
"2637","D","6","E2781","E2738-E2833"
"2638","E","6","E2782","E2738-E2833"
"2639","F","6","E2783","E2738-E2833"
"2640","G","6","E2784","E2738-E2833"
"2641","H","6","E2785","E2738-E2833"
"2642","A","7","E2786","E2738-E2833"
"2643","B","7","E2787","E2738-E2833"
"2644","C","7","E2788","E2738-E2833"
"2645","D","7","E2789","E2738-E2833"
"2646","E","7","E2790","E2738-E2833"
"2647","F","7","E2791","E2738-E2833"
"2648","G","7","E2792","E2738-E2833"
"2649","H","7","E2793","E2738-E2833"
"2650","A","8","E2794","E2738-E2833"
"2651","B","8","E2795","E2738-E2833"
"2652","C","8","E2796","E2738-E2833"
"2653","D","8","E2797","E2738-E2833"
"2654","E","8","E2798","E2738-E2833"
"2655","F","8","E2799","E2738-E2833"
"2656","G","8","E2800","E2738-E2833"
"2657","H","8","E2801","E2738-E2833"
"2658","A","9","E2802","E2738-E2833"
"2659","B","9","E2803","E2738-E2833"
"2660","C","9","E2804","E2738-E2833"
"2661","D","9","E2805","E2738-E2833"
"2662","E","9","E2806","E2738-E2833"
"2663","F","9","E2807","E2738-E2833"
"2664","G","9","E2808","E2738-E2833"
"2665","H","9","E2809","E2738-E2833"
"2666","A","10","E2810","E2738-E2833"
"2667","B","10","E2811","E2738-E2833"
"2668","C","10","E2812","E2738-E2833"
"2669","D","10","E2813","E2738-E2833"
"2670","E","10","E2814","E2738-E2833"
"2671","F","10","E2815","E2738-E2833"
"2672","G","10","E2816","E2738-E2833"
"2673","H","10","E2817","E2738-E2833"
"2674","A","11","E2818","E2738-E2833"
"2675","B","11","E2819","E2738-E2833"
"2676","C","11","E2820","E2738-E2833"
"2677","D","11","E2821","E2738-E2833"
"2678","E","11","E2822","E2738-E2833"
"2679","F","11","E2823","E2738-E2833"
"2680","G","11","E2824","E2738-E2833"
"2681","H","11","E2825","E2738-E2833"
"2682","A","12","E2826","E2738-E2833"
"2683","B","12","E2827","E2738-E2833"
"2684","C","12","E2828","E2738-E2833"
"2685","D","12","E2829","E2738-E2833"
"2686","E","12","E2830","E2738-E2833"
"2687","F","12","E2831","E2738-E2833"
"2688","G","12","E2832","E2738-E2833"
"2689","H","12","E2833","E2738-E2833"
"2690","A","1","E2834","E2834-E2900"
"2691","B","1","E2835","E2834-E2900"
"2692","C","1","E2836","E2834-E2900"
"2693","D","1","E2837","E2834-E2900"
"2694","E","1","E2838","E2834-E2900"
"2695","F","1","E2839","E2834-E2900"
"2698","A","2","E2840","E2834-E2900"
"2699","B","2","E2841","E2834-E2900"
"2700","C","2","E2842","E2834-E2900"
"2701","D","2","E2843","E2834-E2900"
"2702","E","2","E2844","E2834-E2900"
"2703","F","2","E2845","E2834-E2900"
"2706","A","3","E2846","E2834-E2900"
"2707","B","3","E2847","E2834-E2900"
"2708","C","3","E2848","E2834-E2900"
"2709","D","3","E2849","E2834-E2900"
"2710","E","3","E2850","E2834-E2900"
"2711","F","3","E2851","E2834-E2900"
"2714","A","4","E2852","E2834-E2900"
"2715","B","4","E2853","E2834-E2900"
"2716","C","4","E2854","E2834-E2900"
"2717","D","4","E2855","E2834-E2900"
"2718","E","4","E2856","E2834-E2900"
"2719","F","4","E2857","E2834-E2900"
"2722","A","5","E2858","E2834-E2900"
"2723","B","5","E2859","E2834-E2900"
"2724","C","5","E2860","E2834-E2900"
"2725","D","5","E2861","E2834-E2900"
"2726","E","5","E2862","E2834-E2900"
"2727","F","5","E2863","E2834-E2900"
"2730","A","6","E2864","E2834-E2900"
"2731","B","6","E2865","E2834-E2900"
"2732","C","6","E2866","E2834-E2900"
"2733","D","6","E2867","E2834-E2900"
"2734","E","6","E2868","E2834-E2900"
"2735","F","6","E2869","E2834-E2900"
"2738","A","7","E2870","E2834-E2900"
"2739","B","7","E2871","E2834-E2900"
"2740","C","7","E2872","E2834-E2900"
"2741","D","7","E2873","E2834-E2900"
"2742","E","7","E2874","E2834-E2900"
"2743","F","7","E2875","E2834-E2900"
"2746","A","8","E2876","E2834-E2900"
"2747","B","8","E2877","E2834-E2900"
"2748","C","8","E2878","E2834-E2900"
"2749","D","8","E2879","E2834-E2900"
"2750","E","8","E2880","E2834-E2900"
"2754","A","9","E2881","E2834-E2900"
"2755","B","9","E2882","E2834-E2900"
"2756","C","9","E2883","E2834-E2900"
"2757","D","9","E2884","E2834-E2900"
"2758","E","9","E2885","E2834-E2900"
"2762","A","10","E2886","E2834-E2900"
"2763","B","10","E2887","E2834-E2900"
"2764","C","10","E2888","E2834-E2900"
"2765","D","10","E2889","E2834-E2900"
"2766","E","10","E2890","E2834-E2900"
"2770","A","11","E2891","E2834-E2900"
"2771","B","11","E2892","E2834-E2900"
"2772","C","11","E2893","E2834-E2900"
"2773","D","11","E2894","E2834-E2900"
"2774","E","11","E2895","E2834-E2900"
"2778","A","12","E2896","E2834-E2900"
