"","Row","Col","Sample","Plate"
"4371","B","7","D1771","D1722-D1784"
"4372","C","7","D1772","D1722-D1784"
"4373","D","7","D1773","D1722-D1784"
"4374","E","7","D1774","D1722-D1784"
"4375","F","7","D1775","D1722-D1784"
"4376","G","7","D1776","D1722-D1784"
"4377","H","7","D1777","D1722-D1784"
"4378","A","8","D1778","D1722-D1784"
"4379","B","8","D1779","D1722-D1784"
"4380","C","8","D1780","D1722-D1784"
"4381","D","8","D1781","D1722-D1784"
"4382","E","8","D1782","D1722-D1784"
"4383","F","8","D1783","D1722-D1784"
"4384","G","8","D1784","D1722-D1784"
"4418","A","1","D1785","D1785-D1880"
"4419","B","1","D1786","D1785-D1880"
"4420","C","1","D1787","D1785-D1880"
"4421","D","1","D1788","D1785-D1880"
"4422","E","1","D1789","D1785-D1880"
"4423","F","1","D1790","D1785-D1880"
"4424","G","1","D1791","D1785-D1880"
"4425","H","1","D1792","D1785-D1880"
"4426","A","2","D1793","D1785-D1880"
"4427","B","2","D1794","D1785-D1880"
"4428","C","2","D1795","D1785-D1880"
"4429","D","2","D1796","D1785-D1880"
"4430","E","2","D1797","D1785-D1880"
"4431","F","2","D1798","D1785-D1880"
"4432","G","2","D1799","D1785-D1880"
"4433","H","2","D1800","D1785-D1880"
"4434","A","3","D1801","D1785-D1880"
"4435","B","3","D1802","D1785-D1880"
"4436","C","3","D1803","D1785-D1880"
"4437","D","3","D1804","D1785-D1880"
"4438","E","3","D1805","D1785-D1880"
"4439","F","3","D1806","D1785-D1880"
"4440","G","3","D1807","D1785-D1880"
"4441","H","3","D1808","D1785-D1880"
"4442","A","4","D1809","D1785-D1880"
"4443","B","4","D1810","D1785-D1880"
"4444","C","4","D1811","D1785-D1880"
"4445","D","4","D1812","D1785-D1880"
"4446","E","4","D1813","D1785-D1880"
"4447","F","4","D1814","D1785-D1880"
"4448","G","4","D1815","D1785-D1880"
"4449","H","4","D1816","D1785-D1880"
"4450","A","5","D1817","D1785-D1880"
"4451","B","5","D1818","D1785-D1880"
"4452","C","5","D1819","D1785-D1880"
"4453","D","5","D1820","D1785-D1880"
"4454","E","5","D1821","D1785-D1880"
"4455","F","5","D1822","D1785-D1880"
"4456","G","5","D1823","D1785-D1880"
"4457","H","5","D1824","D1785-D1880"
"4458","A","6","D1825","D1785-D1880"
"4459","B","6","D1826","D1785-D1880"
"4460","C","6","D1827","D1785-D1880"
"4461","D","6","D1828","D1785-D1880"
"4462","E","6","D1829","D1785-D1880"
"4463","F","6","D1830","D1785-D1880"
"4464","G","6","D1831","D1785-D1880"
"4465","H","6","D1832","D1785-D1880"
"4466","A","7","D1833","D1785-D1880"
"4467","B","7","D1834","D1785-D1880"
"4468","C","7","D1835","D1785-D1880"
"4469","D","7","D1836","D1785-D1880"
"4470","E","7","D1837","D1785-D1880"
"4471","F","7","D1838","D1785-D1880"
"4472","G","7","D1839","D1785-D1880"
"4473","H","7","D1840","D1785-D1880"
"4474","A","8","D1841","D1785-D1880"
"4475","B","8","D1842","D1785-D1880"
"4476","C","8","D1843","D1785-D1880"
"4477","D","8","D1844","D1785-D1880"
"4478","E","8","D1845","D1785-D1880"
"4479","F","8","D1846","D1785-D1880"
"4480","G","8","D1847","D1785-D1880"
"4481","H","8","D1848","D1785-D1880"
"4482","A","9","D1849","D1785-D1880"
"4483","B","9","D1850","D1785-D1880"
"4484","C","9","D1851","D1785-D1880"
"4485","D","9","D1852","D1785-D1880"
"4486","E","9","D1853","D1785-D1880"
"4487","F","9","D1854","D1785-D1880"
"4488","G","9","D1855","D1785-D1880"
"4489","H","9","D1856","D1785-D1880"
"4490","A","10","D1857","D1785-D1880"
"4491","B","10","D1858","D1785-D1880"
"4492","C","10","D1859","D1785-D1880"
"4493","D","10","D1860","D1785-D1880"
"4494","E","10","D1861","D1785-D1880"
"4495","F","10","D1862","D1785-D1880"
"4496","G","10","D1863","D1785-D1880"
"4497","H","10","D1864","D1785-D1880"
"4498","A","11","D1865","D1785-D1880"
"4499","B","11","D1866","D1785-D1880"
"4500","C","11","D1867","D1785-D1880"
"4501","D","11","D1868","D1785-D1880"
"4502","E","11","D1869","D1785-D1880"
"4503","F","11","D1870","D1785-D1880"
"4504","G","11","D1871","D1785-D1880"
"4505","H","11","D1872","D1785-D1880"
"4506","A","12","D1873","D1785-D1880"
"4507","B","12","D1874","D1785-D1880"
"4508","C","12","D1875","D1785-D1880"
"4509","D","12","D1876","D1785-D1880"
"4510","E","12","D1877","D1785-D1880"
"4511","F","12","D1878","D1785-D1880"
"4512","G","12","D1879","D1785-D1880"
"4513","H","12","D1880","D1785-D1880"
"4514","A","1","D1881","D1881-D1976"
"4515","B","1","D1882","D1881-D1976"
"4516","C","1","D1883","D1881-D1976"
"4517","D","1","D1884","D1881-D1976"
"4518","E","1","D1885","D1881-D1976"
"4519","F","1","D1886","D1881-D1976"
"4520","G","1","D1887","D1881-D1976"
"4521","H","1","D1888","D1881-D1976"
"4522","A","2","D1889","D1881-D1976"
"4523","B","2","D1890","D1881-D1976"
"4524","C","2","D1891","D1881-D1976"
"4525","D","2","D1892","D1881-D1976"
"4526","E","2","D1893","D1881-D1976"
"4527","F","2","D1894","D1881-D1976"
"4528","G","2","D1895","D1881-D1976"
"4529","H","2","D1896","D1881-D1976"
"4530","A","3","D1897","D1881-D1976"
"4531","B","3","D1898","D1881-D1976"
"4532","C","3","D1899","D1881-D1976"
"4533","D","3","D1900","D1881-D1976"
"4534","E","3","D1901","D1881-D1976"
"4535","F","3","D1902","D1881-D1976"
"4536","G","3","D1903","D1881-D1976"
"4537","H","3","D1904","D1881-D1976"
"4538","A","4","D1905","D1881-D1976"
"4539","B","4","D1906","D1881-D1976"
"4540","C","4","D1907","D1881-D1976"
"4541","D","4","D1908","D1881-D1976"
"4542","E","4","D1909","D1881-D1976"
"4543","F","4","D1910","D1881-D1976"
"4544","G","4","D1911","D1881-D1976"
"4545","H","4","D1912","D1881-D1976"
"4546","A","5","D1913","D1881-D1976"
"4547","B","5","D1914","D1881-D1976"
"4548","C","5","D1915","D1881-D1976"
"4549","D","5","D1916","D1881-D1976"
"4550","E","5","D1917","D1881-D1976"
"4551","F","5","D1918","D1881-D1976"
"4552","G","5","D1919","D1881-D1976"
"4553","H","5","D1920","D1881-D1976"
"4554","A","6","D1921","D1881-D1976"
"4555","B","6","D1922","D1881-D1976"
"4556","C","6","D1923","D1881-D1976"
"4557","D","6","D1924","D1881-D1976"
"4558","E","6","D1925","D1881-D1976"
"4559","F","6","D1926","D1881-D1976"
"4560","G","6","D1927","D1881-D1976"
"4561","H","6","D1928","D1881-D1976"
"4562","A","7","D1929","D1881-D1976"
"4563","B","7","D1930","D1881-D1976"
"4564","C","7","D1931","D1881-D1976"
"4565","D","7","D1932","D1881-D1976"
"4566","E","7","D1933","D1881-D1976"
"4567","F","7","D1934","D1881-D1976"
"4568","G","7","D1935","D1881-D1976"
"4569","H","7","D1936","D1881-D1976"
"4570","A","8","D1937","D1881-D1976"
"4571","B","8","D1938","D1881-D1976"
"4572","C","8","D1939","D1881-D1976"
"4573","D","8","D1940","D1881-D1976"
"4574","E","8","D1941","D1881-D1976"
"4575","F","8","D1942","D1881-D1976"
"4576","G","8","D1943","D1881-D1976"
"4577","H","8","D1944","D1881-D1976"
"4578","A","9","D1945","D1881-D1976"
"4579","B","9","D1946","D1881-D1976"
"4580","C","9","D1947","D1881-D1976"
"4581","D","9","D1948","D1881-D1976"
"4582","E","9","D1949","D1881-D1976"
"4583","F","9","D1950","D1881-D1976"
"4584","G","9","D1951","D1881-D1976"
"4585","H","9","D1952","D1881-D1976"
"4586","A","10","D1953","D1881-D1976"
"4587","B","10","D1954","D1881-D1976"
"4588","C","10","D1955","D1881-D1976"
"4589","D","10","D1956","D1881-D1976"
"4590","E","10","D1957","D1881-D1976"
"4591","F","10","D1958","D1881-D1976"
"4592","G","10","D1959","D1881-D1976"
"4593","H","10","D1960","D1881-D1976"
"4594","A","11","D1961","D1881-D1976"
"4595","B","11","D1962","D1881-D1976"
"4596","C","11","D1963","D1881-D1976"
"4597","D","11","D1964","D1881-D1976"
"4598","E","11","D1965","D1881-D1976"
"4599","F","11","D1966","D1881-D1976"
"4600","G","11","D1967","D1881-D1976"
"4601","H","11","D1968","D1881-D1976"
"4602","A","12","D1969","D1881-D1976"
"4603","B","12","D1970","D1881-D1976"
"4604","C","12","D1971","D1881-D1976"
"4605","D","12","D1972","D1881-D1976"
"4606","E","12","D1973","D1881-D1976"
"4607","F","12","D1974","D1881-D1976"
"4608","G","12","D1975","D1881-D1976"
"4609","H","12","D1976","D1881-D1976"
"4610","A","1","D1977","D1977-D2072"
"4611","B","1","D1978","D1977-D2072"
"4612","C","1","D1979","D1977-D2072"
"4613","D","1","D1980","D1977-D2072"
"4614","E","1","D1981","D1977-D2072"
"4615","F","1","D1982","D1977-D2072"
"4616","G","1","D1983","D1977-D2072"
"4617","H","1","D1984","D1977-D2072"
"4618","A","2","D1985","D1977-D2072"
"4619","B","2","D1986","D1977-D2072"
"4620","C","2","D1987","D1977-D2072"
"4621","D","2","D1988","D1977-D2072"
"4622","E","2","D1989","D1977-D2072"
"4623","F","2","D1990","D1977-D2072"
"4624","G","2","D1991","D1977-D2072"
"4625","H","2","D1992","D1977-D2072"
"4626","A","3","D1993","D1977-D2072"
"4627","B","3","D1994","D1977-D2072"
"4628","C","3","D1995","D1977-D2072"
"4629","D","3","D1996","D1977-D2072"
"4630","E","3","D1997","D1977-D2072"
"4631","F","3","D1998","D1977-D2072"
"4632","G","3","D1999","D1977-D2072"
"4633","H","3","D2000","D1977-D2072"
"4634","A","4","D2001","D1977-D2072"
"4635","B","4","D2002","D1977-D2072"
"4636","C","4","D2003","D1977-D2072"
"4637","D","4","D2004","D1977-D2072"
"4638","E","4","D2005","D1977-D2072"
"4639","F","4","D2006","D1977-D2072"
"4640","G","4","D2007","D1977-D2072"
"4641","H","4","D2008","D1977-D2072"
"4642","A","5","D2009","D1977-D2072"
"4643","B","5","D2010","D1977-D2072"
"4644","C","5","D2011","D1977-D2072"
"4645","D","5","D2012","D1977-D2072"
"4646","E","5","D2013","D1977-D2072"
"4647","F","5","D2014","D1977-D2072"
"4648","G","5","D2015","D1977-D2072"
"4649","H","5","D2016","D1977-D2072"
"4650","A","6","D2017","D1977-D2072"
"4651","B","6","D2018","D1977-D2072"
"4652","C","6","D2019","D1977-D2072"
"4653","D","6","D2020","D1977-D2072"
"4654","E","6","D2021","D1977-D2072"
"4655","F","6","D2022","D1977-D2072"
"4656","G","6","D2023","D1977-D2072"
"4657","H","6","D2024","D1977-D2072"
"4658","A","7","D2025","D1977-D2072"
"4659","B","7","D2026","D1977-D2072"
"4660","C","7","D2027","D1977-D2072"
"4661","D","7","D2028","D1977-D2072"
"4662","E","7","D2029","D1977-D2072"
"4663","F","7","D2030","D1977-D2072"
"4664","G","7","D2031","D1977-D2072"
"4665","H","7","D2032","D1977-D2072"
"4666","A","8","D2033","D1977-D2072"
"4667","B","8","D2034","D1977-D2072"
"4668","C","8","D2035","D1977-D2072"
"4669","D","8","D2036","D1977-D2072"
"4670","E","8","D2037","D1977-D2072"
"4671","F","8","D2038","D1977-D2072"
"4672","G","8","D2039","D1977-D2072"
"4673","H","8","D2040","D1977-D2072"
"4674","A","9","D2041","D1977-D2072"
"4675","B","9","D2042","D1977-D2072"
"4676","C","9","D2043","D1977-D2072"
"4677","D","9","D2044","D1977-D2072"
"4678","E","9","D2045","D1977-D2072"
"4679","F","9","D2046","D1977-D2072"
"4680","G","9","D2047","D1977-D2072"
"4681","H","9","D2048","D1977-D2072"
"4682","A","10","D2049","D1977-D2072"
"4683","B","10","D2050","D1977-D2072"
"4684","C","10","D2051","D1977-D2072"
"4685","D","10","D2052","D1977-D2072"
"4686","E","10","D2053","D1977-D2072"
"4687","F","10","D2054","D1977-D2072"
"4688","G","10","D2055","D1977-D2072"
"4689","H","10","D2056","D1977-D2072"
"4690","A","11","D2057","D1977-D2072"
"4691","B","11","D2058","D1977-D2072"
"4692","C","11","D2059","D1977-D2072"
"4693","D","11","D2060","D1977-D2072"
"4694","E","11","D2061","D1977-D2072"
"4695","F","11","D2062","D1977-D2072"
"4696","G","11","D2063","D1977-D2072"
"4697","H","11","D2064","D1977-D2072"
"4698","A","12","D2065","D1977-D2072"
"4699","B","12","D2066","D1977-D2072"
"4700","C","12","D2067","D1977-D2072"
"4701","D","12","D2068","D1977-D2072"
"4702","E","12","D2069","D1977-D2072"
"4703","F","12","D2070","D1977-D2072"
"4704","G","12","D2071","D1977-D2072"
"4705","H","12","D2072","D1977-D2072"
"4706","A","1","D2073","D2073-D2154"
"4707","B","1","D2074","D2073-D2154"
"4708","C","1","D2075","D2073-D2154"
"4709","D","1","D2076","D2073-D2154"
"4710","E","1","D2077","D2073-D2154"
"4711","F","1","D2078","D2073-D2154"
"4712","G","1","D2079","D2073-D2154"
"4713","H","1","D2080","D2073-D2154"
"4714","A","2","D2081","D2073-D2154"
"4715","B","2","D2082","D2073-D2154"
"4716","C","2","D2083","D2073-D2154"
"4717","D","2","D2084","D2073-D2154"
"4718","E","2","D2085","D2073-D2154"
"4719","F","2","D2086","D2073-D2154"
"4720","G","2","D2087","D2073-D2154"
"4721","H","2","D2088","D2073-D2154"
"4722","A","3","D2089","D2073-D2154"
"4723","B","3","D2090","D2073-D2154"
"4724","C","3","D2091","D2073-D2154"
"4725","D","3","D2092","D2073-D2154"
"4726","E","3","D2093","D2073-D2154"
"4727","F","3","D2094","D2073-D2154"
"4728","G","3","D2095","D2073-D2154"
"4729","H","3","D2096","D2073-D2154"
"4730","A","4","D2097","D2073-D2154"
"4731","B","4","D2098","D2073-D2154"
"4732","C","4","D2099","D2073-D2154"
"4733","D","4","D2100","D2073-D2154"
"4734","E","4","D2101","D2073-D2154"
"4735","F","4","D2102","D2073-D2154"
"4736","G","4","D2103","D2073-D2154"
"4737","H","4","D2104","D2073-D2154"
"4738","A","5","D2105","D2073-D2154"
"4739","B","5","D2106","D2073-D2154"
"4740","C","5","D2107","D2073-D2154"
"4741","D","5","D2108","D2073-D2154"
"4742","E","5","D2109","D2073-D2154"
"4743","F","5","D2110","D2073-D2154"
"4744","G","5","D2111","D2073-D2154"
"4745","H","5","D2112","D2073-D2154"
"4746","A","6","D2113","D2073-D2154"
"4747","B","6","D2114","D2073-D2154"
"4748","C","6","D2115","D2073-D2154"
"4749","D","6","D2116","D2073-D2154"
"4750","E","6","D2117","D2073-D2154"
"4751","F","6","D2118","D2073-D2154"
"4752","G","6","D2119","D2073-D2154"
"4753","H","6","D2120","D2073-D2154"
"4754","A","7","D2121","D2073-D2154"
"4755","B","7","D2122","D2073-D2154"
"4756","C","7","D2123","D2073-D2154"
"4757","D","7","D2124","D2073-D2154"
"4758","E","7","D2125","D2073-D2154"
"4759","F","7","D2126","D2073-D2154"
"4760","G","7","D2127","D2073-D2154"
"4761","H","7","D2128","D2073-D2154"
"4762","A","8","D2129","D2073-D2154"
"4763","B","8","D2130","D2073-D2154"
"4764","C","8","D2131","D2073-D2154"
"4765","D","8","D2132","D2073-D2154"
"4766","E","8","D2133","D2073-D2154"
"4767","F","8","D2134","D2073-D2154"
"4768","G","8","D2135","D2073-D2154"
"4769","H","8","D2136","D2073-D2154"
"4770","A","9","D2137","D2073-D2154"
"4771","B","9","D2138","D2073-D2154"
"4772","C","9","D2139","D2073-D2154"
"4773","D","9","D2140","D2073-D2154"
"4774","E","9","D2141","D2073-D2154"
"4775","F","9","D2142","D2073-D2154"
"4776","G","9","D2143","D2073-D2154"
"4777","H","9","D2144","D2073-D2154"
"4778","A","10","D2145","D2073-D2154"
"4779","B","10","D2146","D2073-D2154"
"4780","C","10","D2147","D2073-D2154"
"4781","D","10","D2148","D2073-D2154"
"4782","E","10","D2149","D2073-D2154"
"4783","F","10","D2150","D2073-D2154"
"4784","G","10","D2151","D2073-D2154"
"4785","H","10","D2152","D2073-D2154"
"4786","A","11","D2153","D2073-D2154"
"4787","B","11","D2154","D2073-D2154"
"4803","A","1","D2155","1-NA"
"4804","B","1","D2156","1-NA"
"4805","C","1","D2157","1-NA"
"4806","D","1","D2158","1-NA"
"4807","E","1","D2159","1-NA"
"4808","F","1","D2160","1-NA"
"4809","G","1","D2161","1-NA"
"4811","A","2","D2163","1-NA"
"4812","B","2","D2164","1-NA"
"4813","C","2","D2165","1-NA"
"4814","D","2","D2166","1-NA"
"4815","E","2","D2167","1-NA"
"4816","F","2","D2168","1-NA"
"4817","G","2","D2169","1-NA"
"4819","A","3","D2171","1-NA"
"4820","B","3","D2172","1-NA"
"4821","C","3","D2173","1-NA"
"4822","D","3","D2174","1-NA"
"4823","E","3","D2175","1-NA"
"4824","F","3","D2176","1-NA"
"4825","G","3","D2177","1-NA"
"4827","A","4","D2179","1-NA"
"4828","B","4","D2180","1-NA"
"4829","C","4","D2181","1-NA"
"4830","D","4","D2182","1-NA"
"4831","E","4","D2183","1-NA"
"4832","F","4","D2184","1-NA"
"4833","G","4","D2185","1-NA"
"4835","A","5","D2187","1-NA"
"4836","B","5","D2188","1-NA"
"4837","C","5","D2189","1-NA"
"4838","D","5","D2190","1-NA"
"4839","E","5","D2191","1-NA"
"4840","F","5","D2192","1-NA"
"4841","G","5","D2193","1-NA"
"4843","A","6","D2195","1-NA"
"4844","B","6","D2196","1-NA"
"4845","C","6","D2197","1-NA"
"4846","D","6","D2198","1-NA"
"4898","A","1","D2199","D2199-D2294"
"4899","B","1","D2200","D2199-D2294"
"4900","C","1","D2201","D2199-D2294"
"4901","D","1","D2202","D2199-D2294"
"4902","E","1","D2203","D2199-D2294"
"4903","F","1","D2204","D2199-D2294"
"4904","G","1","D2205","D2199-D2294"
"4905","H","1","D2206","D2199-D2294"
"4906","A","2","D2207","D2199-D2294"
"4907","B","2","D2208","D2199-D2294"
"4908","C","2","D2209","D2199-D2294"
"4909","D","2","D2210","D2199-D2294"
"4910","E","2","D2211","D2199-D2294"
"4911","F","2","D2212","D2199-D2294"
"4912","G","2","D2213","D2199-D2294"
"4913","H","2","D2214","D2199-D2294"
"4914","A","3","D2215","D2199-D2294"
"4915","B","3","D2216","D2199-D2294"
"4916","C","3","D2217","D2199-D2294"
"4917","D","3","D2218","D2199-D2294"
"4918","E","3","D2219","D2199-D2294"
"4919","F","3","D2220","D2199-D2294"
"4920","G","3","D2221","D2199-D2294"
"4921","H","3","D2222","D2199-D2294"
"4922","A","4","D2223","D2199-D2294"
"4923","B","4","D2224","D2199-D2294"
"4924","C","4","D2225","D2199-D2294"
"4925","D","4","D2226","D2199-D2294"
"4926","E","4","D2227","D2199-D2294"
"4927","F","4","D2228","D2199-D2294"
"4928","G","4","D2229","D2199-D2294"
"4929","H","4","D2230","D2199-D2294"
"4930","A","5","D2231","D2199-D2294"
"4931","B","5","D2232","D2199-D2294"
"4932","C","5","D2233","D2199-D2294"
"4933","D","5","D2234","D2199-D2294"
"4934","E","5","D2235","D2199-D2294"
"4935","F","5","D2236","D2199-D2294"
"4936","G","5","D2237","D2199-D2294"
"4937","H","5","D2238","D2199-D2294"
"4938","A","6","D2239","D2199-D2294"
"4939","B","6","D2240","D2199-D2294"
"4940","C","6","D2241","D2199-D2294"
"4941","D","6","D2242","D2199-D2294"
"4942","E","6","D2243","D2199-D2294"
"4943","F","6","D2244","D2199-D2294"
"4944","G","6","D2245","D2199-D2294"
"4945","H","6","D2246","D2199-D2294"
"4946","A","7","D2247","D2199-D2294"
"4947","B","7","D2248","D2199-D2294"
"4948","C","7","D2249","D2199-D2294"
"4949","D","7","D2250","D2199-D2294"
"4950","E","7","D2251","D2199-D2294"
"4951","F","7","D2252","D2199-D2294"
"4952","G","7","D2253","D2199-D2294"
"4953","H","7","D2254","D2199-D2294"
"4954","A","8","D2255","D2199-D2294"
"4955","B","8","D2256","D2199-D2294"
"4956","C","8","D2257","D2199-D2294"
"4957","D","8","D2258","D2199-D2294"
"4958","E","8","D2259","D2199-D2294"
"4959","F","8","D2260","D2199-D2294"
"4960","G","8","D2261","D2199-D2294"
"4961","H","8","D2262","D2199-D2294"
"4962","A","9","D2263","D2199-D2294"
"4963","B","9","D2264","D2199-D2294"
"4964","C","9","D2265","D2199-D2294"
"4965","D","9","D2266","D2199-D2294"
"4966","E","9","D2267","D2199-D2294"
"4967","F","9","D2268","D2199-D2294"
"4968","G","9","D2269","D2199-D2294"
"4969","H","9","D2270","D2199-D2294"
"4970","A","10","D2271","D2199-D2294"
"4971","B","10","D2272","D2199-D2294"
"4972","C","10","D2273","D2199-D2294"
"4973","D","10","D2274","D2199-D2294"
"4974","E","10","D2275","D2199-D2294"
"4975","F","10","D2276","D2199-D2294"
"4976","G","10","D2277","D2199-D2294"
"4977","H","10","D2278","D2199-D2294"
"4978","A","11","D2279","D2199-D2294"
"4979","B","11","D2280","D2199-D2294"
"4980","C","11","D2281","D2199-D2294"
"4981","D","11","D2282","D2199-D2294"
"4982","E","11","D2283","D2199-D2294"
"4983","F","11","D2284","D2199-D2294"
"4984","G","11","D2285","D2199-D2294"
"4985","H","11","D2286","D2199-D2294"
"4986","A","12","D2287","D2199-D2294"
"4987","B","12","D2288","D2199-D2294"
"4988","C","12","D2289","D2199-D2294"
"4989","D","12","D2290","D2199-D2294"
"4990","E","12","D2291","D2199-D2294"
"4991","F","12","D2292","D2199-D2294"
"4992","G","12","D2293","D2199-D2294"
"4993","H","12","D2294","D2199-D2294"
"4995","A","1","D2295","1-D2389"
"4996","B","1","D2296","1-D2389"
"4997","C","1","D2297","1-D2389"
"4998","D","1","D2298","1-D2389"
"4999","E","1","D2299","1-D2389"
"5000","F","1","D2300","1-D2389"
"5001","G","1","D2301","1-D2389"
"5003","A","2","D2303","1-D2389"
"5004","B","2","D2304","1-D2389"
"5005","C","2","D2305","1-D2389"
"5006","D","2","D2306","1-D2389"
"5007","E","2","D2307","1-D2389"
"5008","F","2","D2308","1-D2389"
"5009","G","2","D2309","1-D2389"
"5011","A","3","D2311","1-D2389"
"5012","B","3","D2312","1-D2389"
"5013","C","3","D2313","1-D2389"
"5014","D","3","D2314","1-D2389"
"5015","E","3","D2315","1-D2389"
"5016","F","3","D2316","1-D2389"
"5017","G","3","D2317","1-D2389"
"5019","A","4","D2319","1-D2389"
"5020","B","4","D2320","1-D2389"
"5021","C","4","D2321","1-D2389"
"5022","D","4","D2322","1-D2389"
"5023","E","4","D2323","1-D2389"
"5024","F","4","D2324","1-D2389"
"5025","G","4","D2325","1-D2389"
"5027","A","5","D2327","1-D2389"
"5028","B","5","D2328","1-D2389"
"5029","C","5","D2329","1-D2389"
"5030","D","5","D2330","1-D2389"
"5031","E","5","D2331","1-D2389"
"5032","F","5","D2332","1-D2389"
"5033","G","5","D2333","1-D2389"
"5035","A","6","D2335","1-D2389"
"5036","B","6","D2336","1-D2389"
"5037","C","6","D2337","1-D2389"
"5038","D","6","D2338","1-D2389"
"5039","E","6","D2339","1-D2389"
"5040","F","6","D2340","1-D2389"
"5041","G","6","D2341","1-D2389"
"5043","A","7","D2343","1-D2389"
"5044","B","7","D2344","1-D2389"
"5045","C","7","D2345","1-D2389"
"5046","D","7","D2346","1-D2389"
"5047","E","7","D2347","1-D2389"
"5048","F","7","D2348","1-D2389"
"5049","G","7","D2349","1-D2389"
"5051","A","8","D2351","1-D2389"
"5052","B","8","D2352","1-D2389"
"5053","C","8","D2353","1-D2389"
"5054","D","8","D2354","1-D2389"
"5055","E","8","D2355","1-D2389"
"5056","F","8","D2356","1-D2389"
"5057","G","8","D2357","1-D2389"
"5059","A","9","D2359","1-D2389"
"5060","B","9","D2360","1-D2389"
"5061","C","9","D2361","1-D2389"
"5062","D","9","D2362","1-D2389"
"5063","E","9","D2363","1-D2389"
"5064","F","9","D2364","1-D2389"
"5065","G","9","D2365","1-D2389"
"5067","A","10","D2367","1-D2389"
"5068","B","10","D2368","1-D2389"
"5069","C","10","D2369","1-D2389"
"5070","D","10","D2370","1-D2389"
"5071","E","10","D2371","1-D2389"
"5072","F","10","D2372","1-D2389"
"5073","G","10","D2373","1-D2389"
"5075","A","11","D2375","1-D2389"
"5076","B","11","D2376","1-D2389"
"5077","C","11","D2377","1-D2389"
"5078","D","11","D2378","1-D2389"
"5079","E","11","D2379","1-D2389"
"5080","F","11","D2380","1-D2389"
"5081","G","11","D2381","1-D2389"
"5083","A","12","D2383","1-D2389"
"5084","B","12","D2384","1-D2389"
"5085","C","12","D2385","1-D2389"
"5086","D","12","D2386","1-D2389"
"5087","E","12","D2387","1-D2389"
"5088","F","12","D2388","1-D2389"
"5089","G","12","D2389","1-D2389"
"5091","A","1","D2391","1-XXXX_D2485"
"5092","B","1","D2392","1-XXXX_D2485"
"5093","C","1","D2393","1-XXXX_D2485"
"5094","D","1","D2394","1-XXXX_D2485"
"5095","E","1","D2395","1-XXXX_D2485"
"5096","F","1","D2396","1-XXXX_D2485"
"5097","G","1","D2397","1-XXXX_D2485"
"5099","A","2","D2399","1-XXXX_D2485"
"5100","B","2","D2400","1-XXXX_D2485"
"5101","C","2","D2401","1-XXXX_D2485"
"5102","D","2","D2402","1-XXXX_D2485"
"5103","E","2","D2403","1-XXXX_D2485"
"5104","F","2","D2404","1-XXXX_D2485"
"5105","G","2","D2405","1-XXXX_D2485"
"5107","A","3","D2407","1-XXXX_D2485"
"5108","B","3","D2408","1-XXXX_D2485"
"5109","C","3","D2409","1-XXXX_D2485"
"5110","D","3","D2410","1-XXXX_D2485"
"5111","E","3","D2411","1-XXXX_D2485"
"5112","F","3","D2412","1-XXXX_D2485"
"5113","G","3","D2413","1-XXXX_D2485"
"5115","A","4","D2415","1-XXXX_D2485"
"5116","B","4","D2416","1-XXXX_D2485"
"5117","C","4","D2417","1-XXXX_D2485"
"5118","D","4","D2418","1-XXXX_D2485"
"5119","E","4","D2419","1-XXXX_D2485"
"5120","F","4","D2420","1-XXXX_D2485"
"5121","G","4","D2421","1-XXXX_D2485"
"5123","A","5","D2423","1-XXXX_D2485"
"5124","B","5","D2424","1-XXXX_D2485"
"5125","C","5","D2425","1-XXXX_D2485"
"5126","D","5","D2426","1-XXXX_D2485"
"5127","E","5","D2427","1-XXXX_D2485"
"5128","F","5","D2428","1-XXXX_D2485"
"5129","G","5","D2429","1-XXXX_D2485"
"5131","A","6","D2431","1-XXXX_D2485"
"5132","B","6","D2432","1-XXXX_D2485"
"5133","C","6","D2433","1-XXXX_D2485"
"5134","D","6","D2434","1-XXXX_D2485"
"5135","E","6","D2435","1-XXXX_D2485"
"5136","F","6","D2436","1-XXXX_D2485"
"5137","G","6","D2437","1-XXXX_D2485"
"5139","A","7","D2439","1-XXXX_D2485"
"5140","B","7","D2440","1-XXXX_D2485"
"5141","C","7","D2441","1-XXXX_D2485"
"5142","D","7","D2442","1-XXXX_D2485"
"5143","E","7","D2443","1-XXXX_D2485"
"5144","F","7","D2444","1-XXXX_D2485"
"5145","G","7","D2445","1-XXXX_D2485"
"5147","A","8","D2447","1-XXXX_D2485"
"5148","B","8","D2448","1-XXXX_D2485"
"5149","C","8","D2449","1-XXXX_D2485"
"5150","D","8","D2450","1-XXXX_D2485"
"5151","E","8","D2451","1-XXXX_D2485"
"5152","F","8","D2452","1-XXXX_D2485"
"5153","G","8","D2453","1-XXXX_D2485"
"5155","A","9","D2455","1-XXXX_D2485"
"5156","B","9","D2456","1-XXXX_D2485"
"5157","C","9","D2457","1-XXXX_D2485"
"5158","D","9","D2458","1-XXXX_D2485"
"5159","E","9","D2459","1-XXXX_D2485"
"5160","F","9","D2460","1-XXXX_D2485"
"5161","G","9","D2461","1-XXXX_D2485"
"5163","A","10","D2463","1-XXXX_D2485"
"5164","B","10","D2464","1-XXXX_D2485"
"5165","C","10","D2465","1-XXXX_D2485"
