"","Row","Col","Sample","Plate"
"3081","H","1","D0659","D0652-D0747"
"3082","A","2","D0660","D0652-D0747"
"3083","B","2","D0661","D0652-D0747"
"3084","C","2","D0662","D0652-D0747"
"3085","D","2","D0663","D0652-D0747"
"3086","E","2","D0664","D0652-D0747"
"3087","F","2","D0665","D0652-D0747"
"3088","G","2","D0666","D0652-D0747"
"3089","H","2","D0667","D0652-D0747"
"3090","A","3","D0668","D0652-D0747"
"3091","B","3","D0669","D0652-D0747"
"3092","C","3","D0670","D0652-D0747"
"3093","D","3","D0671","D0652-D0747"
"3094","E","3","D0672","D0652-D0747"
"3095","F","3","D0673","D0652-D0747"
"3096","G","3","D0674","D0652-D0747"
"3097","H","3","D0675","D0652-D0747"
"3098","A","4","D0676","D0652-D0747"
"3099","B","4","D0677","D0652-D0747"
"3100","C","4","D0678","D0652-D0747"
"3101","D","4","D0679","D0652-D0747"
"3102","E","4","D0680","D0652-D0747"
"3103","F","4","D0681","D0652-D0747"
"3104","G","4","D0682","D0652-D0747"
"3105","H","4","D0683","D0652-D0747"
"3106","A","5","D0684","D0652-D0747"
"3107","B","5","D0685","D0652-D0747"
"3108","C","5","D0686","D0652-D0747"
"3109","D","5","D0687","D0652-D0747"
"3110","E","5","D0688","D0652-D0747"
"3111","F","5","D0689","D0652-D0747"
"3112","G","5","D0690","D0652-D0747"
"3113","H","5","D0691","D0652-D0747"
"3114","A","6","D0692","D0652-D0747"
"3115","B","6","D0693","D0652-D0747"
"3116","C","6","D0694","D0652-D0747"
"3117","D","6","D0695","D0652-D0747"
"3118","E","6","D0696","D0652-D0747"
"3119","F","6","D0697","D0652-D0747"
"3120","G","6","D0698","D0652-D0747"
"3121","H","6","D0699","D0652-D0747"
"3122","A","7","D0700","D0652-D0747"
"3123","B","7","D0701","D0652-D0747"
"3124","C","7","D0702","D0652-D0747"
"3125","D","7","D0703","D0652-D0747"
"3126","E","7","D0704","D0652-D0747"
"3127","F","7","D0705","D0652-D0747"
"3128","G","7","D0706","D0652-D0747"
"3129","H","7","D0707","D0652-D0747"
"3130","A","8","D0708","D0652-D0747"
"3131","B","8","D0709","D0652-D0747"
"3132","C","8","D0710","D0652-D0747"
"3133","D","8","D0711","D0652-D0747"
"3134","E","8","D0712","D0652-D0747"
"3135","F","8","D0713","D0652-D0747"
"3136","G","8","D0714","D0652-D0747"
"3137","H","8","D0715","D0652-D0747"
"3138","A","9","D0716","D0652-D0747"
"3139","B","9","D0717","D0652-D0747"
"3140","C","9","D0718","D0652-D0747"
"3141","D","9","D0719","D0652-D0747"
"3142","E","9","D0720","D0652-D0747"
"3143","F","9","D0721","D0652-D0747"
"3144","G","9","D0722","D0652-D0747"
"3145","H","9","D0723","D0652-D0747"
"3146","A","10","D0724","D0652-D0747"
"3147","B","10","D0725","D0652-D0747"
"3148","C","10","D0726","D0652-D0747"
"3149","D","10","D0727","D0652-D0747"
"3150","E","10","D0728","D0652-D0747"
"3151","F","10","D0729","D0652-D0747"
"3152","G","10","D0730","D0652-D0747"
"3153","H","10","D0731","D0652-D0747"
"3154","A","11","D0732","D0652-D0747"
"3155","B","11","D0733","D0652-D0747"
"3156","C","11","D0734","D0652-D0747"
"3157","D","11","D0735","D0652-D0747"
"3158","E","11","D0736","D0652-D0747"
"3159","F","11","D0737","D0652-D0747"
"3160","G","11","D0738","D0652-D0747"
"3161","H","11","D0739","D0652-D0747"
"3162","A","12","D0740","D0652-D0747"
"3163","B","12","D0741","D0652-D0747"
"3164","C","12","D0742","D0652-D0747"
"3165","D","12","D0743","D0652-D0747"
"3166","E","12","D0744","D0652-D0747"
"3167","F","12","D0745","D0652-D0747"
"3168","G","12","D0746","D0652-D0747"
"3169","H","12","D0747","D0652-D0747"
"3171","A","1","D0748","D0748-D0843"
"3172","B","1","D0749","D0748-D0843"
"3173","C","1","D0750","D0748-D0843"
"3174","D","1","D0751","D0748-D0843"
"3175","E","1","D0752","D0748-D0843"
"3176","F","1","D0753","D0748-D0843"
"3177","G","1","D0754","D0748-D0843"
"3179","A","2","D0756","D0748-D0843"
"3180","B","2","D0757","D0748-D0843"
"3181","C","2","D0758","D0748-D0843"
"3182","D","2","D0759","D0748-D0843"
"3183","E","2","D0760","D0748-D0843"
"3184","F","2","D0761","D0748-D0843"
"3185","G","2","D0762","D0748-D0843"
"3187","A","3","D0764","D0748-D0843"
"3188","B","3","D0765","D0748-D0843"
"3189","C","3","D0766","D0748-D0843"
"3190","D","3","D0767","D0748-D0843"
"3191","E","3","D0768","D0748-D0843"
"3192","F","3","D0769","D0748-D0843"
"3193","G","3","D0770","D0748-D0843"
"3195","A","4","D0772","D0748-D0843"
"3196","B","4","D0773","D0748-D0843"
"3197","C","4","D0774","D0748-D0843"
"3198","D","4","D0775","D0748-D0843"
"3199","E","4","D0776","D0748-D0843"
"3200","F","4","D0777","D0748-D0843"
"3201","G","4","D0778","D0748-D0843"
"3203","A","5","D0780","D0748-D0843"
"3204","B","5","D0781","D0748-D0843"
"3205","C","5","D0782","D0748-D0843"
"3206","D","5","D0783","D0748-D0843"
"3207","E","5","D0784","D0748-D0843"
"3208","F","5","D0785","D0748-D0843"
"3209","G","5","D0786","D0748-D0843"
"3211","A","6","D0788","D0748-D0843"
"3212","B","6","D0789","D0748-D0843"
"3213","C","6","D0790","D0748-D0843"
"3214","D","6","D0791","D0748-D0843"
"3215","E","6","D0792","D0748-D0843"
"3216","F","6","D0793","D0748-D0843"
"3217","G","6","D0794","D0748-D0843"
"3219","A","7","D0796","D0748-D0843"
"3220","B","7","D0797","D0748-D0843"
"3221","C","7","D0798","D0748-D0843"
"3222","D","7","D0799","D0748-D0843"
"3223","E","7","D0800","D0748-D0843"
"3224","F","7","D0801","D0748-D0843"
"3225","G","7","D0802","D0748-D0843"
"3227","A","8","D0804","D0748-D0843"
"3228","B","8","D0805","D0748-D0843"
"3229","C","8","D0806","D0748-D0843"
"3230","D","8","D0807","D0748-D0843"
"3231","E","8","D0808","D0748-D0843"
"3232","F","8","D0809","D0748-D0843"
"3233","G","8","D0810","D0748-D0843"
"3235","A","9","D0812","D0748-D0843"
"3236","B","9","D0813","D0748-D0843"
"3237","C","9","D0814","D0748-D0843"
"3238","D","9","D0815","D0748-D0843"
"3239","E","9","D0816","D0748-D0843"
"3240","F","9","D0817","D0748-D0843"
"3241","G","9","D0818","D0748-D0843"
"3243","A","10","D0820","D0748-D0843"
"3244","B","10","D0821","D0748-D0843"
"3245","C","10","D0822","D0748-D0843"
"3246","D","10","D0823","D0748-D0843"
"3247","E","10","D0824","D0748-D0843"
"3248","F","10","D0825","D0748-D0843"
"3249","G","10","D0826","D0748-D0843"
"3251","A","11","D0828","D0748-D0843"
"3252","B","11","D0829","D0748-D0843"
"3253","C","11","D0830","D0748-D0843"
"3254","D","11","D0831","D0748-D0843"
"3255","E","11","D0832","D0748-D0843"
"3256","F","11","D0833","D0748-D0843"
"3257","G","11","D0834","D0748-D0843"
"3259","A","12","D0836","D0748-D0843"
"3260","B","12","D0837","D0748-D0843"
"3261","C","12","D0838","D0748-D0843"
"3262","D","12","D0839","D0748-D0843"
"3263","E","12","D0840","D0748-D0843"
"3264","F","12","D0841","D0748-D0843"
"3265","G","12","D0842","D0748-D0843"
"3266","A","1","D0844","D0844-D0939"
"3267","B","1","D0845","D0844-D0939"
"3268","C","1","D0846","D0844-D0939"
"3269","D","1","D0847","D0844-D0939"
"3270","E","1","D0848","D0844-D0939"
"3271","F","1","D0849","D0844-D0939"
"3272","G","1","D0850","D0844-D0939"
"3273","H","1","D0851","D0844-D0939"
"3274","A","2","D0852","D0844-D0939"
"3275","B","2","D0853","D0844-D0939"
"3276","C","2","D0854","D0844-D0939"
"3277","D","2","D0855","D0844-D0939"
"3278","E","2","D0856","D0844-D0939"
"3279","F","2","D0857","D0844-D0939"
"3280","G","2","D0858","D0844-D0939"
"3281","H","2","D0859","D0844-D0939"
"3282","A","3","D0860","D0844-D0939"
"3283","B","3","D0861","D0844-D0939"
"3284","C","3","D0862","D0844-D0939"
"3285","D","3","D0863","D0844-D0939"
"3286","E","3","D0864","D0844-D0939"
"3287","F","3","D0865","D0844-D0939"
"3288","G","3","D0866","D0844-D0939"
"3289","H","3","D0867","D0844-D0939"
"3290","A","4","D0868","D0844-D0939"
"3291","B","4","D0869","D0844-D0939"
"3292","C","4","D0870","D0844-D0939"
"3293","D","4","D0871","D0844-D0939"
"3294","E","4","D0872","D0844-D0939"
"3295","F","4","D0873","D0844-D0939"
"3296","G","4","D0874","D0844-D0939"
"3297","H","4","D0875","D0844-D0939"
"3298","A","5","D0876","D0844-D0939"
"3299","B","5","D0877","D0844-D0939"
"3300","C","5","D0878","D0844-D0939"
"3301","D","5","D0879","D0844-D0939"
"3302","E","5","D0880","D0844-D0939"
"3303","F","5","D0881","D0844-D0939"
"3304","G","5","D0882","D0844-D0939"
"3305","H","5","D0883","D0844-D0939"
"3306","A","6","D0884","D0844-D0939"
"3307","B","6","D0885","D0844-D0939"
"3308","C","6","D0886","D0844-D0939"
"3309","D","6","D0887","D0844-D0939"
"3310","E","6","D0888","D0844-D0939"
"3311","F","6","D0889","D0844-D0939"
"3312","G","6","D0890","D0844-D0939"
"3313","H","6","D0891","D0844-D0939"
"3314","A","7","D0892","D0844-D0939"
"3315","B","7","D0893","D0844-D0939"
"3316","C","7","D0894","D0844-D0939"
"3317","D","7","D0895","D0844-D0939"
"3318","E","7","D0896","D0844-D0939"
"3319","F","7","D0897","D0844-D0939"
"3320","G","7","D0898","D0844-D0939"
"3321","H","7","D0899","D0844-D0939"
"3322","A","8","D0900","D0844-D0939"
"3323","B","8","D0901","D0844-D0939"
"3324","C","8","D0902","D0844-D0939"
"3325","D","8","D0903","D0844-D0939"
"3326","E","8","D0904","D0844-D0939"
"3327","F","8","D0905","D0844-D0939"
"3328","G","8","D0906","D0844-D0939"
"3329","H","8","D0907","D0844-D0939"
"3330","A","9","D0908","D0844-D0939"
"3331","B","9","D0909","D0844-D0939"
"3332","C","9","D0910","D0844-D0939"
"3333","D","9","D0911","D0844-D0939"
"3334","E","9","D0912","D0844-D0939"
"3335","F","9","D0913","D0844-D0939"
"3336","G","9","D0914","D0844-D0939"
"3337","H","9","D0915","D0844-D0939"
"3338","A","10","D0916","D0844-D0939"
"3339","B","10","D0917","D0844-D0939"
"3340","C","10","D0918","D0844-D0939"
"3341","D","10","D0919","D0844-D0939"
"3342","E","10","D0920","D0844-D0939"
"3343","F","10","D0921","D0844-D0939"
"3344","G","10","D0922","D0844-D0939"
"3345","H","10","D0923","D0844-D0939"
"3346","A","11","D0924","D0844-D0939"
"3347","B","11","D0925","D0844-D0939"
"3348","C","11","D0926","D0844-D0939"
"3349","D","11","D0927","D0844-D0939"
"3350","E","11","D0928","D0844-D0939"
"3351","F","11","D0929","D0844-D0939"
"3352","G","11","D0930","D0844-D0939"
"3353","H","11","D0931","D0844-D0939"
"3354","A","12","D0932","D0844-D0939"
"3355","B","12","D0933","D0844-D0939"
"3356","C","12","D0934","D0844-D0939"
"3357","D","12","D0935","D0844-D0939"
"3358","E","12","D0936","D0844-D0939"
"3359","F","12","D0937","D0844-D0939"
"3360","G","12","D0938","D0844-D0939"
"3361","H","12","D0939","D0844-D0939"
"3362","A","1","D0940","D0940-D1035"
"3363","B","1","D0941","D0940-D1035"
"3364","C","1","D0942","D0940-D1035"
"3365","D","1","D0943","D0940-D1035"
"3366","E","1","D0944","D0940-D1035"
"3367","F","1","D0945","D0940-D1035"
"3368","G","1","D0946","D0940-D1035"
"3369","H","1","D0947","D0940-D1035"
"3370","A","2","D0948","D0940-D1035"
"3371","B","2","D0949","D0940-D1035"
"3372","C","2","D0950","D0940-D1035"
"3373","D","2","D0951","D0940-D1035"
"3374","E","2","D0952","D0940-D1035"
"3375","F","2","D0953","D0940-D1035"
"3376","G","2","D0954","D0940-D1035"
"3377","H","2","D0955","D0940-D1035"
"3378","A","3","D0956","D0940-D1035"
"3379","B","3","D0957","D0940-D1035"
"3380","C","3","D0958","D0940-D1035"
"3381","D","3","D0959","D0940-D1035"
"3382","E","3","D0960","D0940-D1035"
"3383","F","3","D0961","D0940-D1035"
"3384","G","3","D0962","D0940-D1035"
"3385","H","3","D0963","D0940-D1035"
"3386","A","4","D0964","D0940-D1035"
"3387","B","4","D0965","D0940-D1035"
"3388","C","4","D0966","D0940-D1035"
"3389","D","4","D0967","D0940-D1035"
"3390","E","4","D0968","D0940-D1035"
"3391","F","4","D0969","D0940-D1035"
"3392","G","4","D0970","D0940-D1035"
"3393","H","4","D0971","D0940-D1035"
"3394","A","5","D0972","D0940-D1035"
"3395","B","5","D0973","D0940-D1035"
"3396","C","5","D0974","D0940-D1035"
"3397","D","5","D0975","D0940-D1035"
"3398","E","5","D0976","D0940-D1035"
"3399","F","5","D0977","D0940-D1035"
"3400","G","5","D0978","D0940-D1035"
"3401","H","5","D0979","D0940-D1035"
"3402","A","6","D0980","D0940-D1035"
"3403","B","6","D0981","D0940-D1035"
"3404","C","6","D0982","D0940-D1035"
"3405","D","6","D0983","D0940-D1035"
"3406","E","6","D0984","D0940-D1035"
"3407","F","6","D0985","D0940-D1035"
"3408","G","6","D0986","D0940-D1035"
"3409","H","6","D0987","D0940-D1035"
"3410","A","7","D0988","D0940-D1035"
"3411","B","7","D0989","D0940-D1035"
"3412","C","7","D0990","D0940-D1035"
"3413","D","7","D0991","D0940-D1035"
"3414","E","7","D0992","D0940-D1035"
"3415","F","7","D0993","D0940-D1035"
"3416","G","7","D0994","D0940-D1035"
"3417","H","7","D0995","D0940-D1035"
"3418","A","8","D0996","D0940-D1035"
"3419","B","8","D0997","D0940-D1035"
"3420","C","8","D0998","D0940-D1035"
"3421","D","8","D0999","D0940-D1035"
"3422","E","8","D1000","D0940-D1035"
"3423","F","8","D1001","D0940-D1035"
"3424","G","8","D1002","D0940-D1035"
"3425","H","8","D1003","D0940-D1035"
"3426","A","9","D1004","D0940-D1035"
"3427","B","9","D1005","D0940-D1035"
"3428","C","9","D1006","D0940-D1035"
"3429","D","9","D1007","D0940-D1035"
"3430","E","9","D1008","D0940-D1035"
"3431","F","9","D1009","D0940-D1035"
"3432","G","9","D1010","D0940-D1035"
"3433","H","9","D1011","D0940-D1035"
"3434","A","10","D1012","D0940-D1035"
"3435","B","10","D1013","D0940-D1035"
"3436","C","10","D1014","D0940-D1035"
"3437","D","10","D1015","D0940-D1035"
"3438","E","10","D1016","D0940-D1035"
"3439","F","10","D1017","D0940-D1035"
"3440","G","10","D1018","D0940-D1035"
"3441","H","10","D1019","D0940-D1035"
"3442","A","11","D1020","D0940-D1035"
"3443","B","11","D1021","D0940-D1035"
"3444","C","11","D1022","D0940-D1035"
"3445","D","11","D1023","D0940-D1035"
"3446","E","11","D1024","D0940-D1035"
"3447","F","11","D1025","D0940-D1035"
"3448","G","11","D1026","D0940-D1035"
"3449","H","11","D1027","D0940-D1035"
"3450","A","12","D1028","D0940-D1035"
"3451","B","12","D1029","D0940-D1035"
"3452","C","12","D1030","D0940-D1035"
"3453","D","12","D1031","D0940-D1035"
"3454","E","12","D1032","D0940-D1035"
"3455","F","12","D1033","D0940-D1035"
"3456","G","12","D1034","D0940-D1035"
"3457","H","12","D1035","D0940-D1035"
"3458","A","1","D1036","D1036-D1131"
"3459","B","1","D1037","D1036-D1131"
"3460","C","1","D1038","D1036-D1131"
"3461","D","1","D1039","D1036-D1131"
"3462","E","1","D1040","D1036-D1131"
"3463","F","1","D1041","D1036-D1131"
"3464","G","1","D1042","D1036-D1131"
"3465","H","1","D1043","D1036-D1131"
"3466","A","2","D1044","D1036-D1131"
"3467","B","2","D1045","D1036-D1131"
"3468","C","2","D1046","D1036-D1131"
"3469","D","2","D1047","D1036-D1131"
"3470","E","2","D1048","D1036-D1131"
"3471","F","2","D1049","D1036-D1131"
"3472","G","2","D1050","D1036-D1131"
"3473","H","2","D1051","D1036-D1131"
"3474","A","3","D1052","D1036-D1131"
"3475","B","3","D1053","D1036-D1131"
"3476","C","3","D1054","D1036-D1131"
"3477","D","3","D1055","D1036-D1131"
"3478","E","3","D1056","D1036-D1131"
"3479","F","3","D1057","D1036-D1131"
"3480","G","3","D1058","D1036-D1131"
"3481","H","3","D1059","D1036-D1131"
"3482","A","4","D1060","D1036-D1131"
"3483","B","4","D1061","D1036-D1131"
"3484","C","4","D1062","D1036-D1131"
"3485","D","4","D1063","D1036-D1131"
"3486","E","4","D1064","D1036-D1131"
"3487","F","4","D1065","D1036-D1131"
"3488","G","4","D1066","D1036-D1131"
"3489","H","4","D1067","D1036-D1131"
"3490","A","5","D1068","D1036-D1131"
"3491","B","5","D1069","D1036-D1131"
"3492","C","5","D1070","D1036-D1131"
"3493","D","5","D1071","D1036-D1131"
"3494","E","5","D1072","D1036-D1131"
"3495","F","5","D1073","D1036-D1131"
"3496","G","5","D1074","D1036-D1131"
"3497","H","5","D1075","D1036-D1131"
"3498","A","6","D1076","D1036-D1131"
"3499","B","6","D1077","D1036-D1131"
"3500","C","6","D1078","D1036-D1131"
"3501","D","6","D1079","D1036-D1131"
"3502","E","6","D1080","D1036-D1131"
"3503","F","6","D1081","D1036-D1131"
"3504","G","6","D1082","D1036-D1131"
"3505","H","6","D1083","D1036-D1131"
"3506","A","7","D1084","D1036-D1131"
"3507","B","7","D1085","D1036-D1131"
"3508","C","7","D1086","D1036-D1131"
"3509","D","7","D1087","D1036-D1131"
"3510","E","7","D1088","D1036-D1131"
"3511","F","7","D1089","D1036-D1131"
"3512","G","7","D1090","D1036-D1131"
"3513","H","7","D1091","D1036-D1131"
"3514","A","8","D1092","D1036-D1131"
"3515","B","8","D1093","D1036-D1131"
"3516","C","8","D1094","D1036-D1131"
"3517","D","8","D1095","D1036-D1131"
"3518","E","8","D1096","D1036-D1131"
"3519","F","8","D1097","D1036-D1131"
"3520","G","8","D1098","D1036-D1131"
"3521","H","8","D1099","D1036-D1131"
"3522","A","9","D1100","D1036-D1131"
"3523","B","9","D1101","D1036-D1131"
"3524","C","9","D1102","D1036-D1131"
"3525","D","9","D1103","D1036-D1131"
"3526","E","9","D1104","D1036-D1131"
"3527","F","9","D1105","D1036-D1131"
"3528","G","9","D1106","D1036-D1131"
"3529","H","9","D1107","D1036-D1131"
"3530","A","10","D1108","D1036-D1131"
"3531","B","10","D1109","D1036-D1131"
"3532","C","10","D1110","D1036-D1131"
"3533","D","10","D1111","D1036-D1131"
"3534","E","10","D1112","D1036-D1131"
"3535","F","10","D1113","D1036-D1131"
"3536","G","10","D1114","D1036-D1131"
"3537","H","10","D1115","D1036-D1131"
"3538","A","11","D1116","D1036-D1131"
"3539","B","11","D1117","D1036-D1131"
"3540","C","11","D1118","D1036-D1131"
"3541","D","11","D1119","D1036-D1131"
"3542","E","11","D1120","D1036-D1131"
"3543","F","11","D1121","D1036-D1131"
"3544","G","11","D1122","D1036-D1131"
"3545","H","11","D1123","D1036-D1131"
"3546","A","12","D1124","D1036-D1131"
"3547","B","12","D1125","D1036-D1131"
"3548","C","12","D1126","D1036-D1131"
"3549","D","12","D1127","D1036-D1131"
"3550","E","12","D1128","D1036-D1131"
"3551","F","12","D1129","D1036-D1131"
"3552","G","12","D1130","D1036-D1131"
"3553","H","12","D1131","D1036-D1131"
"3554","A","1","D1132","D1132-D1227"
"3555","B","1","D1133","D1132-D1227"
"3556","C","1","D1134","D1132-D1227"
"3557","D","1","D1135","D1132-D1227"
"3558","E","1","D1136","D1132-D1227"
"3559","F","1","D1137","D1132-D1227"
"3560","G","1","D1138","D1132-D1227"
"3561","H","1","D1139","D1132-D1227"
"3562","A","2","D1140","D1132-D1227"
"3563","B","2","D1141","D1132-D1227"
"3564","C","2","D1142","D1132-D1227"
"3565","D","2","D1143","D1132-D1227"
"3566","E","2","D1144","D1132-D1227"
"3567","F","2","D1145","D1132-D1227"
"3568","G","2","D1146","D1132-D1227"
"3569","H","2","D1147","D1132-D1227"
"3570","A","3","D1148","D1132-D1227"
"3571","B","3","D1149","D1132-D1227"
"3572","C","3","D1150","D1132-D1227"
"3573","D","3","D1151","D1132-D1227"
"3574","E","3","D1152","D1132-D1227"
"3575","F","3","D1153","D1132-D1227"
"3576","G","3","D1154","D1132-D1227"
"3577","H","3","D1155","D1132-D1227"
"3578","A","4","D1156","D1132-D1227"
"3579","B","4","D1157","D1132-D1227"
"3580","C","4","D1158","D1132-D1227"
"3581","D","4","D1159","D1132-D1227"
"3582","E","4","D1160","D1132-D1227"
"3583","F","4","D1161","D1132-D1227"
"3584","G","4","D1162","D1132-D1227"
"3585","H","4","D1163","D1132-D1227"
"3586","A","5","D1164","D1132-D1227"
"3587","B","5","D1165","D1132-D1227"
"3588","C","5","D1166","D1132-D1227"
"3589","D","5","D1167","D1132-D1227"
"3590","E","5","D1168","D1132-D1227"
"3591","F","5","D1169","D1132-D1227"
"3592","G","5","D1170","D1132-D1227"
"3593","H","5","D1171","D1132-D1227"
"3594","A","6","D1172","D1132-D1227"
"3595","B","6","D1173","D1132-D1227"
"3596","C","6","D1174","D1132-D1227"
"3597","D","6","D1175","D1132-D1227"
"3598","E","6","D1176","D1132-D1227"
"3599","F","6","D1177","D1132-D1227"
"3600","G","6","D1178","D1132-D1227"
"3601","H","6","D1179","D1132-D1227"
"3602","A","7","D1180","D1132-D1227"
"3603","B","7","D1181","D1132-D1227"
"3604","C","7","D1182","D1132-D1227"
"3605","D","7","D1183","D1132-D1227"
"3606","E","7","D1184","D1132-D1227"
"3607","F","7","D1185","D1132-D1227"
"3608","G","7","D1186","D1132-D1227"
"3609","H","7","D1187","D1132-D1227"
"3610","A","8","D1188","D1132-D1227"
"3611","B","8","D1189","D1132-D1227"
"3612","C","8","D1190","D1132-D1227"
"3613","D","8","D1191","D1132-D1227"
"3614","E","8","D1192","D1132-D1227"
"3615","F","8","D1193","D1132-D1227"
"3616","G","8","D1194","D1132-D1227"
"3617","H","8","D1195","D1132-D1227"
"3618","A","9","D1196","D1132-D1227"
"3619","B","9","D1197","D1132-D1227"
"3620","C","9","D1198","D1132-D1227"
"3621","D","9","D1199","D1132-D1227"
"3622","E","9","D1200","D1132-D1227"
"3623","F","9","D1201","D1132-D1227"
"3624","G","9","D1202","D1132-D1227"
"3625","H","9","D1203","D1132-D1227"
"3626","A","10","D1204","D1132-D1227"
"3627","B","10","D1205","D1132-D1227"
"3628","C","10","D1206","D1132-D1227"
"3629","D","10","D1207","D1132-D1227"
"3630","E","10","D1208","D1132-D1227"
"3631","F","10","D1209","D1132-D1227"
"3632","G","10","D1210","D1132-D1227"
"3633","H","10","D1211","D1132-D1227"
"3634","A","11","D1212","D1132-D1227"
"3635","B","11","D1213","D1132-D1227"
"3636","C","11","D1214","D1132-D1227"
"3637","D","11","D1215","D1132-D1227"
"3638","E","11","D1216","D1132-D1227"
"3639","F","11","D1217","D1132-D1227"
"3640","G","11","D1218","D1132-D1227"
"3641","H","11","D1219","D1132-D1227"
"3642","A","12","D1220","D1132-D1227"
"3643","B","12","D1221","D1132-D1227"
"3644","C","12","D1222","D1132-D1227"
"3645","D","12","D1223","D1132-D1227"
"3646","E","12","D1224","D1132-D1227"
"3647","F","12","D1225","D1132-D1227"
"3648","G","12","D1226","D1132-D1227"
"3649","H","12","D1227","D1132-D1227"
"3650","A","1","D1228","D1228-D1323"
"3651","B","1","D1229","D1228-D1323"
"3652","C","1","D1230","D1228-D1323"
"3653","D","1","D1231","D1228-D1323"
"3654","E","1","D1232","D1228-D1323"
"3655","F","1","D1233","D1228-D1323"
"3656","G","1","D1234","D1228-D1323"
"3657","H","1","D1235","D1228-D1323"
"3658","A","2","D1236","D1228-D1323"
"3659","B","2","D1237","D1228-D1323"
"3660","C","2","D1238","D1228-D1323"
"3661","D","2","D1239","D1228-D1323"
"3662","E","2","D1240","D1228-D1323"
"3663","F","2","D1241","D1228-D1323"
"3664","G","2","D1242","D1228-D1323"
"3665","H","2","D1243","D1228-D1323"
"3666","A","3","D1244","D1228-D1323"
"3667","B","3","D1245","D1228-D1323"
"3668","C","3","D1246","D1228-D1323"
"3669","D","3","D1247","D1228-D1323"
"3670","E","3","D1248","D1228-D1323"
"3671","F","3","D1249","D1228-D1323"
"3672","G","3","D1250","D1228-D1323"
"3673","H","3","D1251","D1228-D1323"
"3674","A","4","D1252","D1228-D1323"
"3675","B","4","D1253","D1228-D1323"
"3676","C","4","D1254","D1228-D1323"
"3677","D","4","D1255","D1228-D1323"
"3678","E","4","D1256","D1228-D1323"
"3679","F","4","D1257","D1228-D1323"
"3680","G","4","D1258","D1228-D1323"
"3681","H","4","D1259","D1228-D1323"
"3682","A","5","D1260","D1228-D1323"
"3683","B","5","D1261","D1228-D1323"
"3684","C","5","D1262","D1228-D1323"
"3685","D","5","D1263","D1228-D1323"
"3686","E","5","D1264","D1228-D1323"
"3687","F","5","D1265","D1228-D1323"
"3688","G","5","D1266","D1228-D1323"
"3689","H","5","D1267","D1228-D1323"
"3690","A","6","D1268","D1228-D1323"
"3691","B","6","D1269","D1228-D1323"
"3692","C","6","D1270","D1228-D1323"
"3693","D","6","D1271","D1228-D1323"
"3694","E","6","D1272","D1228-D1323"
"3695","F","6","D1273","D1228-D1323"
"3696","G","6","D1274","D1228-D1323"
"3697","H","6","D1275","D1228-D1323"
"3698","A","7","D1276","D1228-D1323"
"3699","B","7","D1277","D1228-D1323"
"3700","C","7","D1278","D1228-D1323"
"3701","D","7","D1279","D1228-D1323"
"3702","E","7","D1280","D1228-D1323"
"3703","F","7","D1281","D1228-D1323"
"3704","G","7","D1282","D1228-D1323"
"3705","H","7","D1283","D1228-D1323"
"3706","A","8","D1284","D1228-D1323"
"3707","B","8","D1285","D1228-D1323"
"3708","C","8","D1286","D1228-D1323"
"3709","D","8","D1287","D1228-D1323"
"3710","E","8","D1288","D1228-D1323"
"3711","F","8","D1289","D1228-D1323"
"3712","G","8","D1290","D1228-D1323"
"3713","H","8","D1291","D1228-D1323"
"3714","A","9","D1292","D1228-D1323"
"3715","B","9","D1293","D1228-D1323"
"3716","C","9","D1294","D1228-D1323"
"3717","D","9","D1295","D1228-D1323"
"3718","E","9","D1296","D1228-D1323"
"3719","F","9","D1297","D1228-D1323"
"3720","G","9","D1298","D1228-D1323"
"3721","H","9","D1299","D1228-D1323"
"3722","A","10","D1300","D1228-D1323"
"3723","B","10","D1301","D1228-D1323"
"3724","C","10","D1302","D1228-D1323"
"3725","D","10","D1303","D1228-D1323"
"3726","E","10","D1304","D1228-D1323"
"3727","F","10","D1305","D1228-D1323"
"3728","G","10","D1306","D1228-D1323"
"3729","H","10","D1307","D1228-D1323"
"3730","A","11","D1308","D1228-D1323"
"3731","B","11","D1309","D1228-D1323"
"3732","C","11","D1310","D1228-D1323"
"3733","D","11","D1311","D1228-D1323"
"3734","E","11","D1312","D1228-D1323"
"3735","F","11","D1313","D1228-D1323"
"3736","G","11","D1314","D1228-D1323"
"3737","H","11","D1315","D1228-D1323"
"3738","A","12","D1316","D1228-D1323"
"3739","B","12","D1317","D1228-D1323"
"3740","C","12","D1318","D1228-D1323"
"3741","D","12","D1319","D1228-D1323"
