"Row","Col","Sample","Plate"
"G","7","D1584","D1530-D1625"
"H","7","D1585","D1530-D1625"
"A","8","D1586","D1530-D1625"
"B","8","D1587","D1530-D1625"
"C","8","D1588","D1530-D1625"
"D","8","D1589","D1530-D1625"
"E","8","D1590","D1530-D1625"
"F","8","D1591","D1530-D1625"
"G","8","D1592","D1530-D1625"
"H","8","D1593","D1530-D1625"
"A","9","D1594","D1530-D1625"
"B","9","D1595","D1530-D1625"
"C","9","D1596","D1530-D1625"
"D","9","D1597","D1530-D1625"
"E","9","D1598","D1530-D1625"
"F","9","D1599","D1530-D1625"
"G","9","D1600","D1530-D1625"
"H","9","D1601","D1530-D1625"
"A","10","D1602","D1530-D1625"
"B","10","D1603","D1530-D1625"
"C","10","D1604","D1530-D1625"
"D","10","D1605","D1530-D1625"
"E","10","D1606","D1530-D1625"
"F","10","D1607","D1530-D1625"
"G","10","D1608","D1530-D1625"
"H","10","D1609","D1530-D1625"
"A","11","D1610","D1530-D1625"
"B","11","D1611","D1530-D1625"
"C","11","D1612","D1530-D1625"
"D","11","D1613","D1530-D1625"
"E","11","D1614","D1530-D1625"
"F","11","D1615","D1530-D1625"
"G","11","D1616","D1530-D1625"
"H","11","D1617","D1530-D1625"
"A","12","D1618","D1530-D1625"
"B","12","D1619","D1530-D1625"
"C","12","D1620","D1530-D1625"
"D","12","D1621","D1530-D1625"
"E","12","D1622","D1530-D1625"
"F","12","D1623","D1530-D1625"
"G","12","D1624","D1530-D1625"
"H","12","D1625","D1530-D1625"
"A","1","D1626","D1626-D1721"
"B","1","D1627","D1626-D1721"
"C","1","D1628","D1626-D1721"
"D","1","D1629","D1626-D1721"
"E","1","D1630","D1626-D1721"
"F","1","D1631","D1626-D1721"
"G","1","D1632","D1626-D1721"
"H","1","D1633","D1626-D1721"
"A","2","D1634","D1626-D1721"
"B","2","D1635","D1626-D1721"
"C","2","D1636","D1626-D1721"
"D","2","D1637","D1626-D1721"
"E","2","D1638","D1626-D1721"
"F","2","D1639","D1626-D1721"
"G","2","D1640","D1626-D1721"
"H","2","D1641","D1626-D1721"
"A","3","D1642","D1626-D1721"
"B","3","D1643","D1626-D1721"
"C","3","D1644","D1626-D1721"
"D","3","D1645","D1626-D1721"
"E","3","D1646","D1626-D1721"
"F","3","D1647","D1626-D1721"
"G","3","D1648","D1626-D1721"
"H","3","D1649","D1626-D1721"
"A","4","D1650","D1626-D1721"
"B","4","D1651","D1626-D1721"
"C","4","D1652","D1626-D1721"
"D","4","D1653","D1626-D1721"
"E","4","D1654","D1626-D1721"
"F","4","D1655","D1626-D1721"
"G","4","D1656","D1626-D1721"
"H","4","D1657","D1626-D1721"
"A","5","D1658","D1626-D1721"
"B","5","D1659","D1626-D1721"
"C","5","D1660","D1626-D1721"
"D","5","D1661","D1626-D1721"
"E","5","D1662","D1626-D1721"
"F","5","D1663","D1626-D1721"
"G","5","D1664","D1626-D1721"
"H","5","D1665","D1626-D1721"
"A","6","D1666","D1626-D1721"
"B","6","D1667","D1626-D1721"
"C","6","D1668","D1626-D1721"
"D","6","D1669","D1626-D1721"
"E","6","D1670","D1626-D1721"
"F","6","D1671","D1626-D1721"
"G","6","D1672","D1626-D1721"
"H","6","D1673","D1626-D1721"
"A","7","D1674","D1626-D1721"
"B","7","D1675","D1626-D1721"
"C","7","D1676","D1626-D1721"
"D","7","D1677","D1626-D1721"
"E","7","D1678","D1626-D1721"
"F","7","D1679","D1626-D1721"
"G","7","D1680","D1626-D1721"
"H","7","D1681","D1626-D1721"
"A","8","D1682","D1626-D1721"
"B","8","D1683","D1626-D1721"
"C","8","D1684","D1626-D1721"
"D","8","D1685","D1626-D1721"
"E","8","D1686","D1626-D1721"
"F","8","D1687","D1626-D1721"
"G","8","D1688","D1626-D1721"
"H","8","D1689","D1626-D1721"
"A","9","D1690","D1626-D1721"
"B","9","D1691","D1626-D1721"
"C","9","D1692","D1626-D1721"
"D","9","D1693","D1626-D1721"
"E","9","D1694","D1626-D1721"
"F","9","D1695","D1626-D1721"
"G","9","D1696","D1626-D1721"
"H","9","D1697","D1626-D1721"
"A","10","D1698","D1626-D1721"
"B","10","D1699","D1626-D1721"
"C","10","D1700","D1626-D1721"
"D","10","D1701","D1626-D1721"
"E","10","D1702","D1626-D1721"
"F","10","D1703","D1626-D1721"
"G","10","D1704","D1626-D1721"
"H","10","D1705","D1626-D1721"
"A","11","D1706","D1626-D1721"
"B","11","D1707","D1626-D1721"
"C","11","D1708","D1626-D1721"
"D","11","D1709","D1626-D1721"
"E","11","D1710","D1626-D1721"
"F","11","D1711","D1626-D1721"
"G","11","D1712","D1626-D1721"
"H","11","D1713","D1626-D1721"
"A","12","D1714","D1626-D1721"
"B","12","D1715","D1626-D1721"
"C","12","D1716","D1626-D1721"
"D","12","D1717","D1626-D1721"
"E","12","D1718","D1626-D1721"
"F","12","D1719","D1626-D1721"
"G","12","D1720","D1626-D1721"
"H","12","D1721","D1626-D1721"
"A","1","D1722","D1722-NA"
"B","1","D1723","D1722-NA"
"C","1","D1724","D1722-NA"
"D","1","D1725","D1722-NA"
"E","1","D1726","D1722-NA"
"F","1","D1727","D1722-NA"
"G","1","D1728","D1722-NA"
"H","1","D1729","D1722-NA"
"A","2","D1730","D1722-NA"
"B","2","D1731","D1722-NA"
"C","2","D1732","D1722-NA"
"D","2","D1733","D1722-NA"
"E","2","D1734","D1722-NA"
"F","2","D1735","D1722-NA"
"G","2","D1736","D1722-NA"
"H","2","D1737","D1722-NA"
"A","3","D1738","D1722-NA"
"B","3","D1739","D1722-NA"
"C","3","D1740","D1722-NA"
"D","3","D1741","D1722-NA"
"E","3","D1742","D1722-NA"
"F","3","D1743","D1722-NA"
"G","3","D1744","D1722-NA"
"H","3","D1745","D1722-NA"
"A","4","D1746","D1722-NA"
"B","4","D1747","D1722-NA"
"C","4","D1748","D1722-NA"
"D","4","D1749","D1722-NA"
"E","4","D1750","D1722-NA"
"F","4","D1751","D1722-NA"
"G","4","D1752","D1722-NA"
"H","4","D1753","D1722-NA"
"A","5","D1754","D1722-NA"
"B","5","D1755","D1722-NA"
"C","5","D1756","D1722-NA"
"D","5","D1757","D1722-NA"
"E","5","D1758","D1722-NA"
"F","5","D1759","D1722-NA"
"G","5","D1760","D1722-NA"
"H","5","D1761","D1722-NA"
"A","6","D1762","D1722-NA"
"B","6","D1763","D1722-NA"
"C","6","D1764","D1722-NA"
"D","6","D1765","D1722-NA"
"E","6","D1766","D1722-NA"
"F","6","D1767","D1722-NA"
"G","6","D1768","D1722-NA"
"H","6","D1769","D1722-NA"
"A","7","D1770","D1722-NA"
"B","7","D1771","D1722-NA"
"C","7","D1772","D1722-NA"
"D","7","D1773","D1722-NA"
"E","7","D1774","D1722-NA"
"F","7","D1775","D1722-NA"
"G","7","D1776","D1722-NA"
"H","7","D1777","D1722-NA"
"A","8","D1778","D1722-NA"
"B","8","D1779","D1722-NA"
"C","8","D1780","D1722-NA"
"D","8","D1781","D1722-NA"
"E","8","D1782","D1722-NA"
"F","8","D1783","D1722-NA"
"G","8","D1784","D1722-NA"
"A","1","D1785","D1785-D1880"
"B","1","D1786","D1785-D1880"
"C","1","D1787","D1785-D1880"
"D","1","D1788","D1785-D1880"
"E","1","D1789","D1785-D1880"
"F","1","D1790","D1785-D1880"
"G","1","D1791","D1785-D1880"
"H","1","D1792","D1785-D1880"
"A","2","D1793","D1785-D1880"
"B","2","D1794","D1785-D1880"
"C","2","D1795","D1785-D1880"
"D","2","D1796","D1785-D1880"
"E","2","D1797","D1785-D1880"
"F","2","D1798","D1785-D1880"
"G","2","D1799","D1785-D1880"
"H","2","D1800","D1785-D1880"
"A","3","D1801","D1785-D1880"
"B","3","D1802","D1785-D1880"
"C","3","D1803","D1785-D1880"
"D","3","D1804","D1785-D1880"
"E","3","D1805","D1785-D1880"
"F","3","D1806","D1785-D1880"
"G","3","D1807","D1785-D1880"
"H","3","D1808","D1785-D1880"
"A","4","D1809","D1785-D1880"
"B","4","D1810","D1785-D1880"
"C","4","D1811","D1785-D1880"
"D","4","D1812","D1785-D1880"
"E","4","D1813","D1785-D1880"
"F","4","D1814","D1785-D1880"
"G","4","D1815","D1785-D1880"
"H","4","D1816","D1785-D1880"
"A","5","D1817","D1785-D1880"
"B","5","D1818","D1785-D1880"
"C","5","D1819","D1785-D1880"
"D","5","D1820","D1785-D1880"
"E","5","D1821","D1785-D1880"
"F","5","D1822","D1785-D1880"
"G","5","D1823","D1785-D1880"
"H","5","D1824","D1785-D1880"
"A","6","D1825","D1785-D1880"
"B","6","D1826","D1785-D1880"
"C","6","D1827","D1785-D1880"
"D","6","D1828","D1785-D1880"
"E","6","D1829","D1785-D1880"
"F","6","D1830","D1785-D1880"
"G","6","D1831","D1785-D1880"
"H","6","D1832","D1785-D1880"
"A","7","D1833","D1785-D1880"
"B","7","D1834","D1785-D1880"
"C","7","D1835","D1785-D1880"
"D","7","D1836","D1785-D1880"
"E","7","D1837","D1785-D1880"
"F","7","D1838","D1785-D1880"
"G","7","D1839","D1785-D1880"
"H","7","D1840","D1785-D1880"
"A","8","D1841","D1785-D1880"
"B","8","D1842","D1785-D1880"
"C","8","D1843","D1785-D1880"
"D","8","D1844","D1785-D1880"
"E","8","D1845","D1785-D1880"
"F","8","D1846","D1785-D1880"
"G","8","D1847","D1785-D1880"
"H","8","D1848","D1785-D1880"
"A","9","D1849","D1785-D1880"
"B","9","D1850","D1785-D1880"
"C","9","D1851","D1785-D1880"
"D","9","D1852","D1785-D1880"
"E","9","D1853","D1785-D1880"
"F","9","D1854","D1785-D1880"
"G","9","D1855","D1785-D1880"
"H","9","D1856","D1785-D1880"
"A","10","D1857","D1785-D1880"
"B","10","D1858","D1785-D1880"
"C","10","D1859","D1785-D1880"
"D","10","D1860","D1785-D1880"
"E","10","D1861","D1785-D1880"
"F","10","D1862","D1785-D1880"
"G","10","D1863","D1785-D1880"
"H","10","D1864","D1785-D1880"
"A","11","D1865","D1785-D1880"
"B","11","D1866","D1785-D1880"
"C","11","D1867","D1785-D1880"
"D","11","D1868","D1785-D1880"
"E","11","D1869","D1785-D1880"
"F","11","D1870","D1785-D1880"
"G","11","D1871","D1785-D1880"
"H","11","D1872","D1785-D1880"
"A","12","D1873","D1785-D1880"
"B","12","D1874","D1785-D1880"
"C","12","D1875","D1785-D1880"
"D","12","D1876","D1785-D1880"
"E","12","D1877","D1785-D1880"
"F","12","D1878","D1785-D1880"
"G","12","D1879","D1785-D1880"
"H","12","D1880","D1785-D1880"
"A","1","D1881","D1881-D1976"
"B","1","D1882","D1881-D1976"
"C","1","D1883","D1881-D1976"
"D","1","D1884","D1881-D1976"
"E","1","D1885","D1881-D1976"
"F","1","D1886","D1881-D1976"
"G","1","D1887","D1881-D1976"
"H","1","D1888","D1881-D1976"
"A","2","D1889","D1881-D1976"
"B","2","D1890","D1881-D1976"
"C","2","D1891","D1881-D1976"
"D","2","D1892","D1881-D1976"
"E","2","D1893","D1881-D1976"
"F","2","D1894","D1881-D1976"
"G","2","D1895","D1881-D1976"
"H","2","D1896","D1881-D1976"
"A","3","D1897","D1881-D1976"
"B","3","D1898","D1881-D1976"
"C","3","D1899","D1881-D1976"
"D","3","D1900","D1881-D1976"
"E","3","D1901","D1881-D1976"
"F","3","D1902","D1881-D1976"
"G","3","D1903","D1881-D1976"
"H","3","D1904","D1881-D1976"
"A","4","D1905","D1881-D1976"
"B","4","D1906","D1881-D1976"
"C","4","D1907","D1881-D1976"
"D","4","D1908","D1881-D1976"
"E","4","D1909","D1881-D1976"
"F","4","D1910","D1881-D1976"
"G","4","D1911","D1881-D1976"
"H","4","D1912","D1881-D1976"
"A","5","D1913","D1881-D1976"
"B","5","D1914","D1881-D1976"
"C","5","D1915","D1881-D1976"
"D","5","D1916","D1881-D1976"
"E","5","D1917","D1881-D1976"
"F","5","D1918","D1881-D1976"
"G","5","D1919","D1881-D1976"
"H","5","D1920","D1881-D1976"
"A","6","D1921","D1881-D1976"
"B","6","D1922","D1881-D1976"
"C","6","D1923","D1881-D1976"
"D","6","D1924","D1881-D1976"
"E","6","D1925","D1881-D1976"
"F","6","D1926","D1881-D1976"
"G","6","D1927","D1881-D1976"
"H","6","D1928","D1881-D1976"
"A","7","D1929","D1881-D1976"
"B","7","D1930","D1881-D1976"
"C","7","D1931","D1881-D1976"
"D","7","D1932","D1881-D1976"
"E","7","D1933","D1881-D1976"
"F","7","D1934","D1881-D1976"
"G","7","D1935","D1881-D1976"
"H","7","D1936","D1881-D1976"
"A","8","D1937","D1881-D1976"
"B","8","D1938","D1881-D1976"
"C","8","D1939","D1881-D1976"
"D","8","D1940","D1881-D1976"
"E","8","D1941","D1881-D1976"
"F","8","D1942","D1881-D1976"
"G","8","D1943","D1881-D1976"
"H","8","D1944","D1881-D1976"
"A","9","D1945","D1881-D1976"
"B","9","D1946","D1881-D1976"
"C","9","D1947","D1881-D1976"
"D","9","D1948","D1881-D1976"
"E","9","D1949","D1881-D1976"
"F","9","D1950","D1881-D1976"
"G","9","D1951","D1881-D1976"
"H","9","D1952","D1881-D1976"
"A","10","D1953","D1881-D1976"
"B","10","D1954","D1881-D1976"
"C","10","D1955","D1881-D1976"
"D","10","D1956","D1881-D1976"
"E","10","D1957","D1881-D1976"
"F","10","D1958","D1881-D1976"
"G","10","D1959","D1881-D1976"
"H","10","D1960","D1881-D1976"
"A","11","D1961","D1881-D1976"
"B","11","D1962","D1881-D1976"
"C","11","D1963","D1881-D1976"
"D","11","D1964","D1881-D1976"
"E","11","D1965","D1881-D1976"
"F","11","D1966","D1881-D1976"
"G","11","D1967","D1881-D1976"
"H","11","D1968","D1881-D1976"
"A","12","D1969","D1881-D1976"
"B","12","D1970","D1881-D1976"
"C","12","D1971","D1881-D1976"
"D","12","D1972","D1881-D1976"
"E","12","D1973","D1881-D1976"
"F","12","D1974","D1881-D1976"
"G","12","D1975","D1881-D1976"
"H","12","D1976","D1881-D1976"
"A","1","D1977","D1977-D2072"
"B","1","D1978","D1977-D2072"
"C","1","D1979","D1977-D2072"
"D","1","D1980","D1977-D2072"
"E","1","D1981","D1977-D2072"
"F","1","D1982","D1977-D2072"
"G","1","D1983","D1977-D2072"
"H","1","D1984","D1977-D2072"
"A","2","D1985","D1977-D2072"
"B","2","D1986","D1977-D2072"
"C","2","D1987","D1977-D2072"
"D","2","D1988","D1977-D2072"
"E","2","D1989","D1977-D2072"
"F","2","D1990","D1977-D2072"
"G","2","D1991","D1977-D2072"
"H","2","D1992","D1977-D2072"
"A","3","D1993","D1977-D2072"
"B","3","D1994","D1977-D2072"
"C","3","D1995","D1977-D2072"
"D","3","D1996","D1977-D2072"
"E","3","D1997","D1977-D2072"
"F","3","D1998","D1977-D2072"
"G","3","D1999","D1977-D2072"
"H","3","D2000","D1977-D2072"
"A","4","D2001","D1977-D2072"
"B","4","D2002","D1977-D2072"
"C","4","D2003","D1977-D2072"
"D","4","D2004","D1977-D2072"
"E","4","D2005","D1977-D2072"
"F","4","D2006","D1977-D2072"
"G","4","D2007","D1977-D2072"
"H","4","D2008","D1977-D2072"
"A","5","D2009","D1977-D2072"
"B","5","D2010","D1977-D2072"
"C","5","D2011","D1977-D2072"
"D","5","D2012","D1977-D2072"
"E","5","D2013","D1977-D2072"
"F","5","D2014","D1977-D2072"
"G","5","D2015","D1977-D2072"
"H","5","D2016","D1977-D2072"
"A","6","D2017","D1977-D2072"
"B","6","D2018","D1977-D2072"
"C","6","D2019","D1977-D2072"
"D","6","D2020","D1977-D2072"
"E","6","D2021","D1977-D2072"
"F","6","D2022","D1977-D2072"
"G","6","D2023","D1977-D2072"
"H","6","D2024","D1977-D2072"
"A","7","D2025","D1977-D2072"
"B","7","D2026","D1977-D2072"
"C","7","D2027","D1977-D2072"
"D","7","D2028","D1977-D2072"
"E","7","D2029","D1977-D2072"
"F","7","D2030","D1977-D2072"
"G","7","D2031","D1977-D2072"
"H","7","D2032","D1977-D2072"
"A","8","D2033","D1977-D2072"
"B","8","D2034","D1977-D2072"
"C","8","D2035","D1977-D2072"
"D","8","D2036","D1977-D2072"
"E","8","D2037","D1977-D2072"
"F","8","D2038","D1977-D2072"
"G","8","D2039","D1977-D2072"
"H","8","D2040","D1977-D2072"
"A","9","D2041","D1977-D2072"
"B","9","D2042","D1977-D2072"
"C","9","D2043","D1977-D2072"
"D","9","D2044","D1977-D2072"
"E","9","D2045","D1977-D2072"
"F","9","D2046","D1977-D2072"
"G","9","D2047","D1977-D2072"
"H","9","D2048","D1977-D2072"
"A","10","D2049","D1977-D2072"
"B","10","D2050","D1977-D2072"
"C","10","D2051","D1977-D2072"
"D","10","D2052","D1977-D2072"
"E","10","D2053","D1977-D2072"
"F","10","D2054","D1977-D2072"
"G","10","D2055","D1977-D2072"
"H","10","D2056","D1977-D2072"
"A","11","D2057","D1977-D2072"
"B","11","D2058","D1977-D2072"
"C","11","D2059","D1977-D2072"
"D","11","D2060","D1977-D2072"
"E","11","D2061","D1977-D2072"
"F","11","D2062","D1977-D2072"
"G","11","D2063","D1977-D2072"
"H","11","D2064","D1977-D2072"
"A","12","D2065","D1977-D2072"
"B","12","D2066","D1977-D2072"
"C","12","D2067","D1977-D2072"
"D","12","D2068","D1977-D2072"
"E","12","D2069","D1977-D2072"
"F","12","D2070","D1977-D2072"
"G","12","D2071","D1977-D2072"
"H","12","D2072","D1977-D2072"
"A","1","D2073","D2073-NA"
"B","1","D2074","D2073-NA"
"C","1","D2075","D2073-NA"
"D","1","D2076","D2073-NA"
"E","1","D2077","D2073-NA"
"F","1","D2078","D2073-NA"
"G","1","D2079","D2073-NA"
"H","1","D2080","D2073-NA"
"A","2","D2081","D2073-NA"
"B","2","D2082","D2073-NA"
"C","2","D2083","D2073-NA"
"D","2","D2084","D2073-NA"
"E","2","D2085","D2073-NA"
"F","2","D2086","D2073-NA"
"G","2","D2087","D2073-NA"
"H","2","D2088","D2073-NA"
"A","3","D2089","D2073-NA"
"B","3","D2090","D2073-NA"
"C","3","D2091","D2073-NA"
"D","3","D2092","D2073-NA"
"E","3","D2093","D2073-NA"
"F","3","D2094","D2073-NA"
"G","3","D2095","D2073-NA"
"H","3","D2096","D2073-NA"
"A","4","D2097","D2073-NA"
"B","4","D2098","D2073-NA"
"C","4","D2099","D2073-NA"
"D","4","D2100","D2073-NA"
"E","4","D2101","D2073-NA"
"F","4","D2102","D2073-NA"
"G","4","D2103","D2073-NA"
"H","4","D2104","D2073-NA"
"A","5","D2105","D2073-NA"
"B","5","D2106","D2073-NA"
"C","5","D2107","D2073-NA"
"D","5","D2108","D2073-NA"
"E","5","D2109","D2073-NA"
"F","5","D2110","D2073-NA"
"G","5","D2111","D2073-NA"
"H","5","D2112","D2073-NA"
"A","6","D2113","D2073-NA"
"B","6","D2114","D2073-NA"
"C","6","D2115","D2073-NA"
"D","6","D2116","D2073-NA"
"E","6","D2117","D2073-NA"
"F","6","D2118","D2073-NA"
"G","6","D2119","D2073-NA"
"H","6","D2120","D2073-NA"
"A","7","D2121","D2073-NA"
"B","7","D2122","D2073-NA"
"C","7","D2123","D2073-NA"
"D","7","D2124","D2073-NA"
"E","7","D2125","D2073-NA"
"F","7","D2126","D2073-NA"
"G","7","D2127","D2073-NA"
"H","7","D2128","D2073-NA"
"A","8","D2129","D2073-NA"
"B","8","D2130","D2073-NA"
"C","8","D2131","D2073-NA"
"D","8","D2132","D2073-NA"
"E","8","D2133","D2073-NA"
"F","8","D2134","D2073-NA"
"G","8","D2135","D2073-NA"
"H","8","D2136","D2073-NA"
"A","9","D2137","D2073-NA"
"B","9","D2138","D2073-NA"
"C","9","D2139","D2073-NA"
"D","9","D2140","D2073-NA"
"E","9","D2141","D2073-NA"
"F","9","D2142","D2073-NA"
"G","9","D2143","D2073-NA"
"H","9","D2144","D2073-NA"
"A","10","D2145","D2073-NA"
"B","10","D2146","D2073-NA"
"C","10","D2147","D2073-NA"
"D","10","D2148","D2073-NA"
"E","10","D2149","D2073-NA"
"F","10","D2150","D2073-NA"
"G","10","D2151","D2073-NA"
"H","10","D2152","D2073-NA"
"A","11","D2153","D2073-NA"
"B","11","D2154","D2073-NA"
"A","1","D2155","1-NA"
"B","1","D2156","1-NA"
"C","1","D2157","1-NA"
"D","1","D2158","1-NA"
"E","1","D2159","1-NA"
"F","1","D2160","1-NA"
"G","1","D2161","1-NA"
"A","2","D2163","1-NA"
"B","2","D2164","1-NA"
"C","2","D2165","1-NA"
"D","2","D2166","1-NA"
"E","2","D2167","1-NA"
"F","2","D2168","1-NA"
"G","2","D2169","1-NA"
"A","3","D2171","1-NA"
"B","3","D2172","1-NA"
"C","3","D2173","1-NA"
"D","3","D2174","1-NA"
"E","3","D2175","1-NA"
"F","3","D2176","1-NA"
"G","3","D2177","1-NA"
"A","4","D2179","1-NA"
"B","4","D2180","1-NA"
"C","4","D2181","1-NA"
"D","4","D2182","1-NA"
"E","4","D2183","1-NA"
"F","4","D2184","1-NA"
"G","4","D2185","1-NA"
"A","5","D2187","1-NA"
"B","5","D2188","1-NA"
"C","5","D2189","1-NA"
"D","5","D2190","1-NA"
"E","5","D2191","1-NA"
"F","5","D2192","1-NA"
"G","5","D2193","1-NA"
"A","6","D2195","1-NA"
"B","6","D2196","1-NA"
"C","6","D2197","1-NA"
"D","6","D2198","1-NA"
"A","1","D2199","D2199-D2294"
"B","1","D2200","D2199-D2294"
"C","1","D2201","D2199-D2294"
"D","1","D2202","D2199-D2294"
"E","1","D2203","D2199-D2294"
"F","1","D2204","D2199-D2294"
"G","1","D2205","D2199-D2294"
"H","1","D2206","D2199-D2294"
"A","2","D2207","D2199-D2294"
"B","2","D2208","D2199-D2294"
"C","2","D2209","D2199-D2294"
"D","2","D2210","D2199-D2294"
"E","2","D2211","D2199-D2294"
"F","2","D2212","D2199-D2294"
"G","2","D2213","D2199-D2294"
"H","2","D2214","D2199-D2294"
"A","3","D2215","D2199-D2294"
"B","3","D2216","D2199-D2294"
"C","3","D2217","D2199-D2294"
"D","3","D2218","D2199-D2294"
"E","3","D2219","D2199-D2294"
"F","3","D2220","D2199-D2294"
"G","3","D2221","D2199-D2294"
"H","3","D2222","D2199-D2294"
"A","4","D2223","D2199-D2294"
"B","4","D2224","D2199-D2294"
"C","4","D2225","D2199-D2294"
"D","4","D2226","D2199-D2294"
"E","4","D2227","D2199-D2294"
"F","4","D2228","D2199-D2294"
"G","4","D2229","D2199-D2294"
"H","4","D2230","D2199-D2294"
"A","5","D2231","D2199-D2294"
"B","5","D2232","D2199-D2294"
"C","5","D2233","D2199-D2294"
"D","5","D2234","D2199-D2294"
"E","5","D2235","D2199-D2294"
"F","5","D2236","D2199-D2294"
"G","5","D2237","D2199-D2294"
"H","5","D2238","D2199-D2294"
"A","6","D2239","D2199-D2294"
"B","6","D2240","D2199-D2294"
"C","6","D2241","D2199-D2294"
"D","6","D2242","D2199-D2294"
"E","6","D2243","D2199-D2294"
"F","6","D2244","D2199-D2294"
"G","6","D2245","D2199-D2294"
"H","6","D2246","D2199-D2294"
"A","7","D2247","D2199-D2294"
"B","7","D2248","D2199-D2294"
"C","7","D2249","D2199-D2294"
"D","7","D2250","D2199-D2294"
"E","7","D2251","D2199-D2294"
"F","7","D2252","D2199-D2294"
"G","7","D2253","D2199-D2294"
"H","7","D2254","D2199-D2294"
"A","8","D2255","D2199-D2294"
"B","8","D2256","D2199-D2294"
"C","8","D2257","D2199-D2294"
"D","8","D2258","D2199-D2294"
"E","8","D2259","D2199-D2294"
"F","8","D2260","D2199-D2294"
"G","8","D2261","D2199-D2294"
"H","8","D2262","D2199-D2294"
"A","9","D2263","D2199-D2294"
"B","9","D2264","D2199-D2294"
"C","9","D2265","D2199-D2294"
"D","9","D2266","D2199-D2294"
"E","9","D2267","D2199-D2294"
"F","9","D2268","D2199-D2294"
"G","9","D2269","D2199-D2294"
"H","9","D2270","D2199-D2294"
"A","10","D2271","D2199-D2294"
"B","10","D2272","D2199-D2294"
"C","10","D2273","D2199-D2294"
"D","10","D2274","D2199-D2294"
"E","10","D2275","D2199-D2294"
"F","10","D2276","D2199-D2294"
"G","10","D2277","D2199-D2294"
"H","10","D2278","D2199-D2294"
"A","11","D2279","D2199-D2294"
"B","11","D2280","D2199-D2294"
"C","11","D2281","D2199-D2294"
"D","11","D2282","D2199-D2294"
"E","11","D2283","D2199-D2294"
"F","11","D2284","D2199-D2294"
"G","11","D2285","D2199-D2294"
"H","11","D2286","D2199-D2294"
"A","12","D2287","D2199-D2294"
"B","12","D2288","D2199-D2294"
"C","12","D2289","D2199-D2294"
"D","12","D2290","D2199-D2294"
"E","12","D2291","D2199-D2294"
"F","12","D2292","D2199-D2294"
"G","12","D2293","D2199-D2294"
"H","12","D2294","D2199-D2294"
"A","1","D2295","1-D2389"
"B","1","D2296","1-D2389"
"C","1","D2297","1-D2389"
"D","1","D2298","1-D2389"
"E","1","D2299","1-D2389"
"F","1","D2300","1-D2389"
"G","1","D2301","1-D2389"
"A","2","D2303","1-D2389"
"B","2","D2304","1-D2389"
"C","2","D2305","1-D2389"
"D","2","D2306","1-D2389"
"E","2","D2307","1-D2389"
"F","2","D2308","1-D2389"
"G","2","D2309","1-D2389"
"A","3","D2311","1-D2389"
"B","3","D2312","1-D2389"
"C","3","D2313","1-D2389"
"D","3","D2314","1-D2389"
"E","3","D2315","1-D2389"
"F","3","D2316","1-D2389"
"G","3","D2317","1-D2389"
"A","4","D2319","1-D2389"
"B","4","D2320","1-D2389"
"C","4","D2321","1-D2389"
"D","4","D2322","1-D2389"
"E","4","D2323","1-D2389"
"F","4","D2324","1-D2389"
"G","4","D2325","1-D2389"
"A","5","D2327","1-D2389"
"B","5","D2328","1-D2389"
"C","5","D2329","1-D2389"
"D","5","D2330","1-D2389"
"E","5","D2331","1-D2389"
"F","5","D2332","1-D2389"
"G","5","D2333","1-D2389"
"A","6","D2335","1-D2389"
"B","6","D2336","1-D2389"
"C","6","D2337","1-D2389"
"D","6","D2338","1-D2389"
"E","6","D2339","1-D2389"
"F","6","D2340","1-D2389"
"G","6","D2341","1-D2389"
"A","7","D2343","1-D2389"
"B","7","D2344","1-D2389"
"C","7","D2345","1-D2389"
"D","7","D2346","1-D2389"
"E","7","D2347","1-D2389"
"F","7","D2348","1-D2389"
"G","7","D2349","1-D2389"
"A","8","D2351","1-D2389"
"B","8","D2352","1-D2389"
"C","8","D2353","1-D2389"
"D","8","D2354","1-D2389"
"E","8","D2355","1-D2389"
"F","8","D2356","1-D2389"
"G","8","D2357","1-D2389"
"A","9","D2359","1-D2389"
"B","9","D2360","1-D2389"
"C","9","D2361","1-D2389"
"D","9","D2362","1-D2389"
"E","9","D2363","1-D2389"
"F","9","D2364","1-D2389"
"G","9","D2365","1-D2389"
"A","10","D2367","1-D2389"
"B","10","D2368","1-D2389"
"C","10","D2369","1-D2389"
"D","10","D2370","1-D2389"
"E","10","D2371","1-D2389"
"F","10","D2372","1-D2389"
"G","10","D2373","1-D2389"
"A","11","D2375","1-D2389"
"B","11","D2376","1-D2389"
"C","11","D2377","1-D2389"
"D","11","D2378","1-D2389"
"E","11","D2379","1-D2389"
"F","11","D2380","1-D2389"
"G","11","D2381","1-D2389"
"A","12","D2383","1-D2389"
"B","12","D2384","1-D2389"
"C","12","D2385","1-D2389"
"D","12","D2386","1-D2389"
"E","12","D2387","1-D2389"
"F","12","D2388","1-D2389"
"G","12","D2389","1-D2389"
"A","1","D2391","1-XXXX_D2485"
"B","1","D2392","1-XXXX_D2485"
"C","1","D2393","1-XXXX_D2485"
"D","1","D2394","1-XXXX_D2485"
"E","1","D2395","1-XXXX_D2485"
"F","1","D2396","1-XXXX_D2485"
"G","1","D2397","1-XXXX_D2485"
"A","2","D2399","1-XXXX_D2485"
"B","2","D2400","1-XXXX_D2485"
