"digest_id","extraction_id","date","vol_in","ng_in","enzymes","final_vol","quant","DNA_ng","well","plate","notes","correction","corr_message","corr_editor","corr_date"
"D0808","E0595","2014-08-19",30,372,"PstI_MluCI",40,6.146,0.246,"E8","D0748-D0843",", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.3, 18.9, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0809","E0596","2014-08-19",30,128,"PstI_MluCI",40,1.707,0.068,"F8","D0748-D0843","original quants were off By 0.1, have Been adjusted 11-05-2014","","","","0000-00-00"
"D0810","E0597","2014-08-19",30,215,"PstI_MluCI",40,4.004,0.16,"G8","D0748-D0843","original quants were off By 0.1, have Been adjusted 11-05-2014, 5.0, 17.2, in the fridge, waiting for P2 adapter, used up all of digest 11-22-2014","","","","0000-00-00"
"D0811","E0598","2014-08-19",30,141,"PstI_MluCI",40,2.728,0.109,"H8","D0748-D0843","original quants were off By 0.1, have Been adjusted 11-05-2014, (7.3, 14.9, in the fridge, waiting for P2 adapter), not enough volume left in digest plate to ligate at 30ng","","","","0000-00-00"
"D0812","E0599","2014-08-19",30,433,"PstI_MluCI",40,1.833,0.073,"A9","D0748-D0843","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 10.9, 11.3, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0813","E0600","2014-08-19",30,131,"PstI_MluCI",40,1.461,0.058,"B9","D0748-D0843","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 13.7, 8.5, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0814","E0601","2014-08-19",30,465,"PstI_MluCI",40,2.757,0.11,"C9","D0748-D0843",", original quants were off By 0.1, have Been adjusted 11-05-2014, 7.3, 14.9, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0815","E0602","2014-08-19",30,304,"PstI_MluCI",40,2.659,0.106,"D9","D0748-D0843",", original quants were off By 0.1, have Been adjusted 11-05-2014, 7.5, 14.7, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0816","E0603","2014-08-19",30,255,"PstI_MluCI",40,2.97,0.119,"E9","D0748-D0843",", original quants were off By 0.1, have Been adjusted 11-05-2014, 6.7, 15.5, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0817","E0604","2014-08-19",30,537,"PstI_MluCI",40,4.259,0.17,"F9","D0748-D0843",", original quants were off By 0.1, have Been adjusted 11-05-2014, 4.7, 17.5, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0818","E0605","2014-08-19",30,379,"PstI_MluCI",40,6.421,0.257,"G9","D0748-D0843","diluted extract 15킠 extract + 15킠 pH2O Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.1, 19.1, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0819","E0606","2014-08-19",30,399,"PstI_MluCI",40,7.879,0.315,"H9","D0748-D0843",", original quants were off By 0.1, have Been adjusted 11-05-2014, 2.5, 19.7, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0820","E0607","2014-08-19",30,885,"PstI_MluCI",40,1.791,0.072,"A10","D0748-D0843","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, (11.2, 11.0, in the fridge, waiting for P2 adapter), not enough volume left in digest plate to ligate at 30ng","","","","0000-00-00"
"D0821","E0608","2014-08-19",30,219,"PstI_MluCI",40,4.004,0.16,"B10","D0748-D0843","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 5.0, 17.2, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0822","E0609","2014-08-19",30,1049,"PstI_MluCI",40,8.956,0.358,"C10","D0748-D0843",", original quants were off By 0.1, have Been adjusted 11-05-2014, 2.2, 20.0, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0823","E0610","2014-08-19",30,410,"PstI_MluCI",40,7.623,0.305,"D10","D0748-D0843","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.6, 19.6, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0824","E0611","2014-08-19",30,528,"PstI_MluCI",40,5.108,0.204,"E10","D0748-D0843",", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.9, 18.3, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0825","E0612","2014-08-19",30,96,"PstI_MluCI",40,3.563,0.143,"F10","D0748-D0843","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 5.6, 16.6, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0826","E0613","2014-08-19",30,155,"PstI_MluCI",40,4.028,0.161,"G10","D0748-D0843","cleaned 100uL extract Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 5.0, 17.2, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0827","E0614","2014-08-19",30,625,"PstI_MluCI",40,6.362,0.254,"H10","D0748-D0843",", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.1, 19.1, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0828","E0615","2014-08-19",30,181,"PstI_MluCI",40,1.934,0.077,"A11","D0748-D0843","diluted extract to 15uL Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 10.3, 11.9, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0829","E0616","2014-08-19",30,655,"PstI_MluCI",40,6.025,0.241,"B11","D0748-D0843","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.3, 18.9, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0830","E0617","2014-08-19",30,444,"PstI_MluCI",40,6.895,0.276,"C11","D0748-D0843","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.9, 19.3, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0831","E0618","2014-08-19",30,317,"PstI_MluCI",40,6.466,0.259,"D11","D0748-D0843",", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.1, 19.1, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0832","E0619","2014-08-19",30,390,"PstI_MluCI",40,-0.046,-0.002,"E11","D0748-D0843","digest failed, plenty of DNA in sample, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0833","E0620","2014-08-19",30,442,"PstI_MluCI",40,11.345,0.454,"F11","D0748-D0843","digest failed, plenty of DNA in sample, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, 1.8, 20.4, in the fridge, waiting for P2 adapter","","","","0000-00-00"
"D0834","E0621","2014-08-19",30,353,"PstI_MluCI",40,6.948,0.278,"G11","D0748-D0843",", original quants were off By 0.1, have Been adjusted 11-05-2014, 2.9, 19.3, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0835","E0622","2014-08-19",30,682,"PstI_MluCI",40,7.46,0.298,"H11","D0748-D0843",", original quants were off By 0.1, have Been adjusted 11-05-2014, 2.7, 19.5, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0836","E0145","2014-08-19",30,1260,"PstI_MluCI",40,12.796,0.512,"A12","D0748-D0843","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, ","","","","0000-00-00"
"D0837","E0146","2014-08-19",30,2712,"PstI_MluCI",40,34.3,1.372,"B12","D0748-D0843","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, ","","","","0000-00-00"
"D0838","E0147","2014-08-19",30,750,"PstI_MluCI",40,4.572,0.183,"C12","D0748-D0843","cleaned 100uL extract Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, ","","","","0000-00-00"
"D0839","E0148","2014-08-19",30,2412,"PstI_MluCI",40,43.764,1.751,"D12","D0748-D0843","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, ","","","","0000-00-00"
"D0840","E0149","2014-08-19",30,2532,"PstI_MluCI",40,25.625,1.025,"E12","D0748-D0843","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, ","","","","0000-00-00"
"D0841","E0150","2014-08-19",30,1440,"PstI_MluCI",40,14.438,0.578,"F12","D0748-D0843","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, ","","","","0000-00-00"
"D0842","E0152","2014-08-19",20,434,"PstI_MluCI",40,11.603,0.464,"G12","D0748-D0843","cleaned 100uL extract Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, ","","","","0000-00-00"
"D0843","E0153","2014-08-19",20,438,"PstI_MluCI",40,10.515,0.421,"H12","D0748-D0843","cleaned 100uL extract Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, ","","","","0000-00-00"
"D0844","E0155","2014-08-19",20,306,"PstI_MluCI",40,0,0,"A1","D0844-D0939","done; cleaned 100uL extract Before digesting; aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O; digest failed, digest well is empty, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0845","E0157","2014-08-19",20,109,"PstI_MluCI",40,0,0,"B1","D0844-D0939","done; cleaned 100uL extract Before digesting; aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O; digest failed, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0846","E0158","2014-08-19",20,111,"PstI_MluCI",40,0,0,"C1","D0844-D0939","done; cleaned 100uL extract Before digesting; aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O; digest failed, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0847","E0159","2014-08-19",20,121,"PstI_MluCI",40,0,0,"D1","D0844-D0939","done; cleaned 100uL extract Before digesting; aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O; digest failed, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0848","E0160","2014-08-19",20,131,"PstI_MluCI",40,0,0,"E1","D0844-D0939","done; cleaned 100uL extract Before digesting; aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O; digest failed, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0849","E0161","2014-08-19",20,122,"PstI_MluCI",40,0,0,"F1","D0844-D0939","done; cleaned 100uL extract Before digesting; aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O; digest failed, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0850","E0163","2014-08-19",20,118,"PstI_MluCI",40,0,0,"G1","D0844-D0939","done; cleaned 100uL extract Before digesting; aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O; digest failed, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0851","E0172","2014-08-19",20,201,"PstI_MluCI",40,0,0,"H1","D0844-D0939","done; cleaned 100uL extract Before digesting; aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O; digest failed, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0852","E0639","2014-08-19",30,18,"PstI_MluCI",40,-0.125,-0.005,"A2","D0844-D0939","cleaned 100uL extract Before digesting; aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O; digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0853","E0640","2014-08-19",30,388,"PstI_MluCI",40,4.682,0.187,"B2","D0844-D0939","cleaned 100uL extract Before digesting; aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O; digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, 4.3, 17.9, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0854","E0641","2014-08-19",30,243,"PstI_MluCI",40,1.839,0.074,"C2","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 10.9, 11.3, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0855","E0642","2014-08-19",30,149,"PstI_MluCI",40,1.143,0.046,"D2","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 17.5, 4.7, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0856","E0643","2014-08-19",30,159,"PstI_MluCI",40,1.172,0.047,"E2","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 17.1, 5.1, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0857","E0644","2014-08-19",30,192,"PstI_MluCI",40,3.669,0.147,"F2","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 5.5, 16.7, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0858","E0645","2014-08-19",30,102,"PstI_MluCI",40,1.802,0.072,"G2","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 11.1, 11.1, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0859","E0646","2014-08-19",30,288,"PstI_MluCI",40,6.943,0.278,"H2","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 2.9, 19.3, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0860","E0647","2014-08-19",30,462,"PstI_MluCI",40,2.915,0.117,"A3","D0844-D0939","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 6.9, 15.3, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0861","E0648","2014-08-19",30,129,"PstI_MluCI",40,1.489,0.06,"B3","D0844-D0939","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 13.4, 8.8, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0862","E0649","2014-08-19",30,585,"PstI_MluCI",40,3.749,0.15,"C3","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 5.3, 16.9, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0863","E0650","2014-08-19",30,194,"PstI_MluCI",40,1.854,0.074,"D3","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 10.8, 11.4, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0864","E0651","2014-08-19",30,743,"PstI_MluCI",40,3.5,0.14,"E3","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 5.7, 16.5, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0865","E0652","2014-08-19",30,835,"PstI_MluCI",40,7.358,0.294,"F3","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.7, 19.5, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0866","E0653","2014-08-19",30,534,"PstI_MluCI",40,5.356,0.214,"G3","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.7, 18.5, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0867","E0654","2014-08-19",30,71,"PstI_MluCI",40,1.268,0.051,"H3","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 15.8, 6.4, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0868","E0655","2014-08-19",30,312,"PstI_MluCI",40,5.438,0.218,"A4","D0844-D0939","cleaned 100uL extract Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.7, 18.5, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0869","E0656","2014-08-19",30,138,"PstI_MluCI",40,2.654,0.106,"B4","D0844-D0939","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 7.5, 14.7, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0870","E0657","2014-08-19",30,304,"PstI_MluCI",40,5.477,0.219,"C4","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.7, 18.5, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0871","E0658","2014-08-19",30,314,"PstI_MluCI",40,5.872,0.235,"D4","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.4, 18.8, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0872","E0659","2014-08-19",30,154,"PstI_MluCI",40,2.68,0.107,"E4","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 7.5, 14.7, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0873","E0660","2014-08-19",30,572,"PstI_MluCI",40,5.967,0.239,"F4","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.4, 18.8, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0874","E0661","2014-08-19",30,858,"PstI_MluCI",40,7.256,0.29,"G4","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.8, 19.4, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0875","E0662","2014-08-19",30,84,"PstI_MluCI",40,2.039,0.082,"H4","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 9.8, 12.4, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0876","E0663","2014-08-19",30,817,"PstI_MluCI",40,1.477,0.059,"A5","D0844-D0939","cleaned 100uL extract Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 13.5, 8.7, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0877","E0664","2014-08-19",30,305,"PstI_MluCI",40,2.882,0.115,"B5","D0844-D0939","diluted extract to 15uL Before digesting, aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 6.9, 15.3, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0878","E0665","2014-08-19",30,431,"PstI_MluCI",40,3.056,0.122,"C5","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 6.5, 15.7, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0879","E0666","2014-08-19",30,282,"PstI_MluCI",40,2.576,0.103,"D5","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 7.8, 14.4, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0880","E0667","2014-08-19",30,759,"PstI_MluCI",40,1.227,0.049,"E5","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, ","","","","0000-00-00"
"D0881","E0668","2014-08-19",30,563,"PstI_MluCI",40,2.937,0.117,"F5","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 6.8, 15.4, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0882","E0669","2014-08-19",30,757,"PstI_MluCI",40,7.716,0.309,"G5","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.6, 19.6, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0883","E0670","2014-08-19",30,275,"PstI_MluCI",40,6.097,0.244,"H5","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.3, 18.9, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0884","E0671","2014-08-19",30,192,"PstI_MluCI",40,2.972,0.119,"A6","D0844-D0939","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 6.7, 15.5, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0885","E0672","2014-08-19",30,300,"PstI_MluCI",40,5.97,0.239,"B6","D0844-D0939","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.3, 18.9, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0886","E0673","2014-08-19",30,426,"PstI_MluCI",40,9.772,0.391,"C6","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 2.0, 20.2, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0887","E0674","2014-08-19",30,804,"PstI_MluCI",40,8.529,0.341,"D6","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 2.3, 19.9, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0888","E0675","2014-08-19",30,188,"PstI_MluCI",40,2.705,0.108,"E6","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 7.4, 14.8, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0889","E0676","2014-08-19",30,370,"PstI_MluCI",40,7.443,0.298,"F6","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 2.7, 19.5, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0890","E0677","2014-08-19",30,22,"PstI_MluCI",40,0.672,0.027,"G6","D0844-D0939","2015-08-21: low extract concentration, hasn't Been ligated yet, is this a failed extract? cleaned 100uL extract Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, ","","","","0000-00-00"
"D0891","E0678","2014-08-19",30,371,"PstI_MluCI",40,6.877,0.275,"H6","D0844-D0939","cleaned 100uL extract Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 2.9, 19.3, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0892","E0679","2014-08-19",30,391,"PstI_MluCI",40,2.607,0.104,"A7","D0844-D0939","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 7.7, 14.5, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0893","E0680","2014-08-19",30,83,"PstI_MluCI",40,0.748,0.03,"B7","D0844-D0939","cleaned 100uL extract Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014","","","","0000-00-00"
"D0894","E0681","2014-08-19",30,763,"PstI_MluCI",40,2.559,0.102,"C7","D0844-D0939","cleaned 100uL extract Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 7.8, 14.4, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0895","E0682","2014-08-19",30,214,"PstI_MluCI",40,2.158,0.086,"D7","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 9.3, 12.9, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0896","E0683","2014-08-19",30,106,"PstI_MluCI",40,0.395,0.016,"E7","D0844-D0939","digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0897","E0684","2014-08-19",30,565,"PstI_MluCI",40,5.123,0.205,"F7","D0844-D0939","2015-08-21: This sample was marked as a failed digest But has Been successfully ligated, removing the F; original quants were off By 0.1, have Been adjusted 11-05-2014","","","","0000-00-00"
"D0898","E0685","2014-08-19",30,224,"PstI_MluCI",40,4.64,0.186,"G7","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 4.3, 17.9, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0899","E0686","2014-08-19",30,30,"PstI_MluCI",40,0.325,0.013,"H7","D0844-D0939","cleaned 100uL extract Before digesting; aliquot evaporated Before Backordered enzyme arrived, rehydrated in 30uL pH2O; digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0900","E0687","2014-08-19",30,173,"PstI_MluCI",40,0.415,0.017,"A8","D0844-D0939","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O - digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, [DNA] too low to ligate at 10ng","","","","0000-00-00"
"D0901","E0688","2014-08-19",30,498,"PstI_MluCI",40,5.228,0.209,"B8","D0844-D0939","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O - digest failed, try again, original quants were off By 0.1, have Been adjusted 11-05-2014, 3.8, 18.4, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0902","E0689","2014-08-19",30,446,"PstI_MluCI",40,3.473,0.139,"C8","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 5.8, 16.4, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0903","E0690","2014-08-19",30,171,"PstI_MluCI",40,1.223,0.049,"D8","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 16.4, 5.8, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0904","E0691","2014-08-19",30,90,"PstI_MluCI",40,2.081,0.083,"E8","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 9.6, 12.6, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0905","E0692","2014-08-19",30,646,"PstI_MluCI",40,3.215,0.129,"F8","D0844-D0939","cleaned 100uL extract Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 6.2, 16.0, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0906","E0693","2014-08-19",30,162,"PstI_MluCI",40,2.677,0.107,"G8","D0844-D0939","diluted extract to 15uL Before digesting, original quants were off By 0.1, have Been adjusted 11-05-2014, 7.5, 14.7, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0907","E0694","2014-08-19",30,295,"PstI_MluCI",40,6.158,0.246,"H8","D0844-D0939",", original quants were off By 0.1, have Been adjusted 11-05-2014, 3.2, 19.0, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
"D0908","E0695","2014-08-19",30,462,"PstI_MluCI",40,1.12,0.045,"A9","D0844-D0939","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, (17.9, 4.3, in the fridge, waiting for P2 adapter)","","","","0000-00-00"
"D0909","E0696","2014-08-19",30,267,"PstI_MluCI",40,1.609,0.064,"B9","D0844-D0939","aliquot evaporated Before Backordered enzyme arrived, rehydrated with 30킠 pH2O, original quants were off By 0.1, have Been adjusted 11-05-2014, 12.4, 9.8, in the fridge, waiting for P2 adapter, ","","","","0000-00-00"
