"","1","2","3","4","5","6","7","8","9","10","11","12"
"A","APCL16_001","APCL16_009","APCL16_016","APCL16_024","APCL16_032","APCL16_040","APCL16_048","APCL16_056","APCL16_063","APCL16_071","APCL16_079","APCL16_087"
"B","APCL16_002","APCL16_010","APCL16_017","APCL16_025","APCL16_033","APCL16_041","APCL16_049","APCL16_057","APCL16_064","APCL16_072","APCL16_080","APCL16_088"
"C","APCL16_003","APCL16_011","APCL16_018","APCL16_026","APCL16_034","APCL16_042","APCL16_050","APCL16_058","APCL16_065","APCL16_073","APCL16_081","APCL16_089"
"D","APCL16_004","XXXX","APCL16_019","APCL16_027","APCL16_035","APCL16_043","APCL16_051","APCL16_059","APCL16_066","APCL16_074","APCL16_082","APCL16_090"
"E","APCL16_005","APCL16_012","APCL16_020","APCL16_028","APCL16_036","APCL16_044","APCL16_052","XXXX","APCL16_067","APCL16_075","APCL16_083","APCL16_091"
"F","APCL16_006","APCL16_013","APCL16_021","APCL16_029","APCL16_037","APCL16_045","APCL16_053","APCL16_060","APCL16_068","APCL16_076","APCL16_084","APCL16_092"
"G","APCL16_007","APCL16_014","APCL16_022","APCL16_030","APCL16_038","APCL16_046","APCL16_054","APCL16_061","APCL16_069","APCL16_077","APCL16_085","APCL16_093"
"H","APCL16_008","APCL16_015","APCL16_023","APCL16_031","APCL16_039","APCL16_047","APCL16_055","APCL16_062","APCL16_070","APCL16_078","APCL16_086","APCL16_094"
