"","1","2","3","4","5","6","7","8","9","10","11","12"
"A","D2607","D2615","D2623","D2631","D2639","D2647","D2655","D2663","D2671","D2679","D2687","D2695"
"B","D2608","D2616","D2624","D2632","D2640","D2648","D2656","D2664","D2672","D2680","D2688","D2696"
"C","D2609","D2617","D2625","D2633","D2641","D2649","D2657","D2665","D2673","D2681","D2689","D2697"
"D","D2610","D2618","D2626","D2634","D2642","D2650","D2658","D2666","D2674","D2682","D2690","D2698"
"E","D2611","D2619","D2627","D2635","D2643","D2651","D2659","D2667","D2675","D2683","D2691","D2699"
"F","D2612","D2620","D2628","D2636","D2644","D2652","D2660","D2668","D2676","D2684","D2692","D2700"
"G","D2613","D2621","D2629","D2637","D2645","D2653","D2661","D2669","D2677","D2685","D2693","D2701"
"H","D2614","D2622","D2630","D2638","D2646","D2654","D2662","D2670","D2678","D2686","D2694","D2702"
