"","1","2","3","4","5","6","7","8","9","10","11","12"
"A","E0919","E0927","E0935","E0943","E0951","E0959","E0967","E0975","E0983","E0991","E0999","E1007"
"B","E0920","E0928","E0936","E0944","E0952","E0960","E0968","E0976","E0984","E0992","E1000","E1008"
"C","E0921","E0929","E0937","E0945","E0953","E0961","E0969","E0977","E0985","E0993","E1001","E1009"
"D","E0922","E0930","E0938","E0946","E0954","E0962","E0970","E0978","E0986","E0994","E1002","E1010"
"E","E0923","E0931","E0939","E0947","E0955","E0963","E0971","E0979","E0987","E0995","E1003","E1011"
"F","E0924","E0932","E0940","E0948","E0956","E0964","E0972","E0980","E0988","E0996","E1004","E1012"
"G","E0925","E0933","E0941","E0949","E0957","E0965","E0973","E0981","E0989","E0997","E1005","E1013"
"H","E0926","E0934","E0942","E0950","E0958","E0966","E0974","E0982","E0990","E0998","E1006","E1014"
