"","1","2","3","4","5","6","7","8","9","10","11","12"
"A","E2834","E2840","E2846","E2852","E2858","E2864","E2870","E2876","E2881","E2886","E2891","E2896"
"B","E2835","E2841","E2847","E2853","E2859","E2865","E2871","E2877","E2882","E2887","E2892","E2897"
"C","E2836","E2842","E2848","E2854","E2860","E2866","E2872","E2878","E2883","E2888","E2893","E2898"
"D","E2837","E2843","E2849","E2855","E2861","E2867","E2873","E2879","E2884","E2889","E2894","E2899"
"E","E2838","E2844","E2850","E2856","E2862","E2868","E2874","E2880","E2885","E2890","E2895","E2900"
"F","E2839","E2845","E2851","E2857","E2863","E2869","E2875",NA,NA,NA,NA,NA
